OID_,DEM_Large_S3_Clip6b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
11270,-13,-5.323830411150471,18.045549207536478,-13.1824722,-0.8013541,11.9531717,0.8969201
11271,-13,-5.316373771150471,18.045549207536478,-13.1832581,-0.7240452,12.1825151,1.0171661
11272,-13,-5.308917131150471,18.045549207536478,-13.1840219,-0.6416218,12.4705563,1.1519371
11273,-13,-5.301460491150471,18.045549207536478,-13.1847687,-0.5501721,12.8162441,1.2942374
11274,-13,-5.294003851150471,18.045549207536478,-13.1855059,-0.4431352,13.2201471,1.4387192
11275,-13,-5.286547211150471,18.045549207536478,-13.1862431,-0.3275499,13.6866026,1.5821738
11276,-13,-5.279090571150471,18.045549207536478,-13.1869907,-0.2031944,14.2102060,1.7224166
11277,-13,-5.271633931150471,18.045549207536478,-13.1877594,-0.0824539,14.7896833,1.8579135
11278,-13,-5.264177291150471,18.045549207536478,-13.1885614,0.0263409,15.4215117,1.9881974
11279,-13,-5.256720651150471,18.045549207536478,-13.1894035,0.1171390,16.0927811,2.1132050
11280,-13,-5.249264011150471,18.045549207536478,-13.1902952,0.1967777,16.8023472,2.2323220
11281,-13,-5.241807371150471,18.045549207536478,-13.1912422,0.2630075,17.5465374,2.3443062
11282,-13,-5.234350731150471,18.045549207536478,-13.1922493,0.3226265,18.3233166,2.4470026
11283,-13,-5.226894091150471,18.045549207536478,-13.1933212,0.3758205,19.1340675,2.5377409
11284,-13,-5.219437451150471,18.045549207536478,-13.1944656,0.4146669,19.9806309,2.6138530
11285,-13,-5.211980811150471,18.045549207536478,-13.1956873,0.4282907,20.8531094,2.6727931
11286,-13,-5.204524171150471,18.045549207536478,-13.1969891,0.4148529,21.7438564,2.7121038
11287,-13,-5.197067531150471,18.045549207536478,-13.1983709,0.3752402,22.6385441,2.7294075
11288,-13,-5.189610891150471,18.045549207536478,-13.1998320,0.3214569,23.5262699,2.7224030
11289,-13,-5.182154251150471,18.045549207536478,-13.2013674,0.2640505,24.4029408,2.6890962
11290,-13,-5.174697611150471,18.045549207536478,-13.2029762,0.2051554,25.2663307,2.6286881
11291,-13,-5.167240971150471,18.045549207536478,-13.2046547,0.1420185,26.1103230,2.5418000
11292,-13,-5.159784331150471,18.045549207536478,-13.2064028,0.0714220,26.9255314,2.4306257
11293,-13,-5.152327691150471,18.045549207536478,-13.2082157,-0.0156695,27.7043858,2.2987049
11294,-13,-5.144871051150471,18.045549207536478,-13.2100897,-0.1200113,28.4291058,2.1506703
11295,-13,-5.137414411150471,18.045549207536478,-13.2120152,-0.2327967,29.0863895,1.9926065
11296,-13,-5.129957771150471,18.045549207536478,-13.2139816,-0.3415068,29.6731129,1.8325945
11297,-13,-5.122501131150471,18.045549207536478,-13.2159786,-0.4447759,30.1909313,1.6806706
11298,-13,-5.115044491150471,18.045549207536478,-13.2179976,-0.5398420,30.6421986,1.5483059
11299,-13,-5.107587851150471,18.045549207536478,-13.2200279,-0.6318153,31.0319977,1.4469135
11300,-13,-5.100131211150471,18.045549207536478,-13.2220631,-0.7246772,31.3639774,1.3848907
11301,-13,-5.092674571150471,18.045549207536478,-13.2240944,-0.8212562,31.6349964,1.3654052
11302,-13,-5.085217931150471,18.045549207536478,-13.2261105,-0.9183878,31.8502140,1.3856072
11303,-13,-5.077761291150471,18.045549207536478,-13.2281027,-1.0138031,32.0119476,1.4384004
11304,-13,-5.070304651150471,18.045549207536478,-13.2300596,-1.0971040,32.1223869,1.5148575
11305,-13,-5.062848011150471,18.045549207536478,-13.2319717,-1.1644895,32.1925278,1.6064298
11306,-13,-5.055391371150471,18.045549207536478,-13.2338333,-1.2192190,32.2329903,1.7060958
11307,-13,-5.047934731150471,18.045549207536478,-13.2356415,-1.2686443,32.2468185,1.8082896
11308,-13,-5.040478091150471,18.045549207536478,-13.2373905,-1.3165694,32.2358551,1.9089572
11309,-13,-5.033021451150471,18.045549207536478,-13.2390785,-1.3652291,32.1970024,2.0053315
11310,-13,-5.025564811150471,18.045549207536478,-13.2406979,-1.4120176,32.1306610,2.0956850
11311,-13,-5.018108171150471,18.045549207536478,-13.2422457,-1.4517353,32.0388680,2.1791754
11312,-13,-5.010651531150471,18.045549207536478,-13.2437162,-1.4818466,31.9231720,2.2553937
11313,-13,-5.003194891150471,18.045549207536478,-13.2451067,-1.4990064,31.7895107,2.3241880
11314,-13,-4.995738251150471,18.045549207536478,-13.2464161,-1.5069251,31.6423092,2.3854101
11315,-13,-4.988281611150471,18.045549207536478,-13.2476463,-1.5102632,31.4870110,2.4390180
11316,-13,-4.980824971150471,18.045549207536478,-13.2487984,-1.5164939,31.3252411,2.4852116
11317,-13,-4.973368331150471,18.045549207536478,-13.2498751,-1.5275507,31.1581821,2.5243819
11318,-13,-4.965911691150471,18.045549207536478,-13.2508755,-1.5373539,30.9855633,2.5572014
11319,-13,-4.958455051150471,18.045549207536478,-13.2517996,-1.5376115,30.8101101,2.5845068
11320,-13,-4.950998411150471,18.045549207536478,-13.2526493,-1.5272924,30.6354847,2.6070254
11321,-13,-4.943541771150471,18.045549207536478,-13.2534294,-1.5053219,30.4655285,2.6251957
11322,-13,-4.936085131150471,18.045549207536478,-13.2541456,-1.4774568,30.3005867,2.6392131
11323,-13,-4.928628491150471,18.045549207536478,-13.2548056,-1.4500755,30.1390362,2.6491561
11324,-13,-4.921171851150471,18.045549207536478,-13.2554140,-1.4284997,29.9774895,2.6550529
11325,-13,-4.913715211150471,18.045549207536478,-13.2559767,-1.4094303,29.8111629,2.6569157
11326,-13,-4.906258571150471,18.045549207536478,-13.2564974,-1.3920407,29.6357975,2.6547475
11327,-13,-4.898801931150471,18.045549207536478,-13.2569771,-1.3704222,29.4502544,2.6484721
11328,-13,-4.891345291150471,18.045549207536478,-13.2574177,-1.3456627,29.2529793,2.6378667
11329,-13,-4.883888651150471,18.045549207536478,-13.2578249,-1.3178806,29.0420609,2.6226017
11330,-13,-4.876432011150471,18.045549207536478,-13.2581987,-1.2955619,28.8169022,2.6022546
11331,-13,-4.868975371150471,18.045549207536478,-13.2585411,-1.2830520,28.5786819,2.5764632
11332,-13,-4.861518731150471,18.045549207536478,-13.2588501,-1.2790819,28.3291187,2.5451119
11333,-13,-4.854062091150471,18.045549207536478,-13.2591219,-1.2800159,28.0700665,2.5082781
11334,-13,-4.846605451150471,18.045549207536478,-13.2593517,-1.2837037,27.8039913,2.4661937
11335,-13,-4.839148811150471,18.045549207536478,-13.2595348,-1.2878511,27.5367584,2.4192653
11336,-13,-4.831692171150471,18.045549207536478,-13.2596655,-1.2915914,27.2713966,2.3681180
11337,-13,-4.824235531150471,18.045549207536478,-13.2597380,-1.2946332,27.0121861,2.3137195
11338,-13,-4.816778891150471,18.045549207536478,-13.2597485,-1.2966303,26.7638264,2.2574899
11339,-13,-4.809322251150471,18.045549207536478,-13.2596922,-1.2995785,26.5298786,2.2012010
11340,-13,-4.801865611150471,18.045549207536478,-13.2595654,-1.3051983,26.3124943,2.1469533
11341,-13,-4.794408971150471,18.045549207536478,-13.2593641,-1.3109708,26.1140156,2.0968268
11342,-13,-4.786952331150471,18.045549207536478,-13.2590866,-1.3161347,25.9341068,2.0525141
11343,-13,-4.779495691150471,18.045549207536478,-13.2587290,-1.3208661,25.7717857,2.0152445
11344,-13,-4.772039051150471,18.045549207536478,-13.2582922,-1.3232938,25.6243153,1.9854196
11345,-13,-4.764582411150471,18.045549207536478,-13.2577744,-1.3280987,25.4882488,1.9624666
11346,-13,-4.757125771150471,18.045549207536478,-13.2571793,-1.3375974,25.3622150,1.9450239
11347,-13,-4.749669131150471,18.045549207536478,-13.2565041,-1.3508567,25.2440758,1.9313428
11348,-13,-4.742212491150472,18.045549207536478,-13.2557516,-1.3641340,25.1313419,1.9193285
11349,-13,-4.734755851150471,18.045549207536478,-13.2549229,-1.3830349,25.0223331,1.9067855
11350,-13,-4.727299211150472,18.045549207536478,-13.2540178,-1.4035153,24.9156914,1.8916039
11351,-13,-4.719842571150471,18.045549207536478,-13.2530375,-1.4171888,24.8071060,1.8717901
11352,-13,-4.712385931150472,18.045549207536478,-13.2519798,-1.4236770,24.6916676,1.8457830
11353,-13,-4.704929291150471,18.045549207536478,-13.2508507,-1.4264762,24.5669498,1.8125598
11354,-13,-4.697472651150472,18.045549207536478,-13.2496500,-1.4268031,24.4300365,1.7716522
11355,-13,-4.690016011150472,18.045549207536478,-13.2483807,-1.4250828,24.2786255,1.7232982
11356,-13,-4.682559371150472,18.045549207536478,-13.2470446,-1.4188640,24.1132431,1.6683714
11357,-13,-4.675102731150472,18.045549207536478,-13.2456436,-1.4073999,23.9296799,1.6081135
11358,-13,-4.667646091150472,18.045549207536478,-13.2441797,-1.3908204,23.7253380,1.5438468
11359,-13,-4.660189451150472,18.045549207536478,-13.2426567,-1.3691560,23.5007229,1.4767761
11360,-13,-4.652732811150472,18.045549207536478,-13.2410774,-1.3441553,23.2503929,1.4076656
11361,-13,-4.645276171150472,18.045549207536478,-13.2394466,-1.3234363,22.9724560,1.3368273
11362,-13,-4.637819531150472,18.045549207536478,-13.2377672,-1.3114836,22.6722870,1.2640502
11363,-13,-4.630362891150472,18.045549207536478,-13.2360411,-1.3110304,22.3553085,1.1883981
11364,-13,-4.622906251150471,18.045549207536478,-13.2342691,-1.3198534,22.0306129,1.1086601
11365,-13,-4.615449611150471,18.045549207536478,-13.2324514,-1.3364304,21.7059536,1.0235991
11366,-13,-4.607992971150471,18.045549207536478,-13.2305841,-1.3579595,21.3921032,0.9323530
11367,-13,-4.600536331150471,18.045549207536478,-13.2286673,-1.3853540,21.0988178,0.8365480
11368,-13,-4.593079691150471,18.045549207536478,-13.2266960,-1.4158242,20.8353310,0.7421429
11369,-13,-4.585623051150471,18.045549207536478,-13.2246666,-1.4484922,20.6169834,0.6591907
11370,-13,-4.578166411150471,18.045549207536478,-13.2225761,-1.4837558,20.4511929,0.6014476
11371,-13,-4.570709771150471,18.045549207536478,-13.2204189,-1.5149565,20.3580818,0.5811826
11372,-13,-4.563253131150471,18.045549207536478,-13.2181873,-1.5321472,20.3419437,0.5993224
11373,-13,-4.555796491150471,18.045549207536478,-13.2158794,-1.5252765,20.3944569,0.6429348
11374,-13,-4.548339851150471,18.045549207536478,-13.2134933,-1.4983668,20.5087299,0.6930276
11375,-13,-4.540883211150471,18.045549207536478,-13.2110262,-1.4447765,20.6750679,0.7336099
11376,-13,-4.533426571150471,18.045549207536478,-13.2084818,-1.3597853,20.8733330,0.7540450
11377,-13,-4.525969931150471,18.045549207536478,-13.2058649,-1.2443448,21.0751896,0.7494954
11378,-13,-4.518513291150471,18.045549207536478,-13.2031822,-1.1050131,21.2645340,0.7230934
11379,-13,-4.511056651150471,18.045549207536478,-13.2004452,-0.9468972,21.4206486,0.6859488
11380,-13,-4.503600011150471,18.045549207536478,-13.1976652,-0.7707276,21.5309029,0.6578928
11381,-13,-4.496143371150471,18.045549207536478,-13.1948547,-0.5713311,21.5840588,0.6645046
11382,-13,-4.488686731150471,18.045549207536478,-13.1920280,-0.3582717,21.5476170,0.7232392
11383,-13,-4.481230091150471,18.045549207536478,-13.1892042,-0.1451160,21.4216785,0.8311349
11384,-13,-4.473773451150471,18.045549207536478,-13.1863985,0.0663020,21.2174110,0.9697925
11385,-13,-4.466316811150471,18.045549207536478,-13.1836252,0.2794272,20.9234161,1.1193763
11386,-13,-4.458860171150471,18.045549207536478,-13.1808996,0.4803831,20.5404778,1.2640373
11387,-13,-4.451403531150471,18.045549207536478,-13.1782379,0.6591778,20.0850277,1.3909225
11388,-13,-5.331287051150471,18.038092567536481,-13.1803093,-0.9080496,12.0274582,0.8762648
11389,-13,-5.323830411150471,18.038092567536481,-13.1810799,-0.8347499,12.1831150,0.9495814
11390,-13,-5.316373771150471,18.038092567536481,-13.1818171,-0.7579789,12.3975792,1.0457820
11391,-13,-5.308917131150471,18.038092567536481,-13.1825266,-0.6753372,12.6668634,1.1570542
11392,-13,-5.301460491150471,18.038092567536481,-13.1832151,-0.5831347,12.9905863,1.2770792
11393,-13,-5.294003851150471,18.038092567536481,-13.1838913,-0.4757259,13.3664026,1.4009748
11394,-13,-5.286547211150471,18.038092567536481,-13.1845627,-0.3560385,13.7986832,1.5259173
11395,-13,-5.279090571150471,18.038092567536481,-13.1852407,-0.2273161,14.2859116,1.6502291
11396,-13,-5.271633931150471,18.038092567536481,-13.1859350,-0.1022798,14.8250961,1.7729166
11397,-13,-5.264177291150471,18.038092567536481,-13.1866598,0.0110207,15.4105101,1.8939589
11398,-13,-5.256720651150471,18.038092567536481,-13.1874218,0.1064386,16.0366707,2.0136614
11399,-13,-5.249264011150471,18.038092567536481,-13.1882286,0.1896983,16.7001152,2.1317430
11400,-13,-5.241807371150471,18.038092567536481,-13.1890879,0.2607456,17.4001293,2.2471001
11401,-13,-5.234350731150471,18.038092567536481,-13.1900024,0.3268886,18.1346874,2.3575022
11402,-13,-5.226894091150471,18.038092567536481,-13.1909790,0.3868776,18.9097424,2.4600108
11403,-13,-5.219437451150471,18.038092567536481,-13.1920223,0.4335784,19.7241764,2.5514688
11404,-13,-5.211980811150471,18.038092567536481,-13.1931391,0.4560559,20.5728188,2.6287665
11405,-13,-5.204524171150471,18.038092567536481,-13.1943321,0.4521806,21.4468021,2.6887856
11406,-13,-5.197067531150471,18.038092567536481,-13.1956024,0.4231463,22.3338051,2.7284319
11407,-13,-5.189610891150471,18.038092567536481,-13.1969490,0.3796890,23.2230797,2.7446959
11408,-13,-5.182154251150471,18.038092567536481,-13.1983671,0.3337896,24.1099091,2.7347691
11409,-13,-5.174697611150471,18.038092567536481,-13.1998577,0.2869188,24.9927387,2.6968830
11410,-13,-5.167240971150471,18.038092567536481,-13.2014179,0.2365795,25.8641033,2.6306865
11411,-13,-5.159784331150471,18.038092567536481,-13.2030487,0.1771588,26.7158871,2.5373888
11412,-13,-5.152327691150471,18.038092567536481,-13.2047472,0.1004394,27.5365067,2.4195044
11413,-13,-5.144871051150471,18.038092567536481,-13.2065115,0.0040321,28.3080311,2.2806664
11414,-13,-5.137414411150471,18.038092567536481,-13.2083321,-0.1031670,29.0173035,2.1258368
11415,-13,-5.129957771150471,18.038092567536481,-13.2102003,-0.2083937,29.6592598,1.9617537
11416,-13,-5.122501131150471,18.038092567536481,-13.2121058,-0.3106941,30.2347832,1.7969481
11417,-13,-5.115044491150471,18.038092567536481,-13.2140408,-0.4062703,30.7442932,1.6415411
11418,-13,-5.107587851150471,18.038092567536481,-13.2159939,-0.4994063,31.1915436,1.5065007
11419,-13,-5.100131211150471,18.038092567536481,-13.2179604,-0.5931748,31.5800133,1.4017156
11420,-13,-5.092674571150471,18.038092567536481,-13.2199287,-0.6922340,31.9064312,1.3343134
11421,-13,-5.085217931150471,18.038092567536481,-13.2218895,-0.7902547,32.1738586,1.3070165
11422,-13,-5.077761291150471,18.038092567536481,-13.2238312,-0.8856531,32.3856544,1.3176466
11423,-13,-5.070304651150471,18.038092567536481,-13.2257442,-0.9693129,32.5442085,1.3599422
11424,-13,-5.062848011150471,18.038092567536481,-13.2276182,-1.0374022,32.6598015,1.4257550
11425,-13,-5.055391371150471,18.038092567536481,-13.2294474,-1.0920517,32.7409058,1.5070833
11426,-13,-5.047934731150471,18.038092567536481,-13.2312260,-1.1404108,32.7912903,1.5969508
11427,-13,-5.040478091150471,18.038092567536481,-13.2329521,-1.1874713,32.8146095,1.6899313
11428,-13,-5.033021451150471,18.038092567536481,-13.2346201,-1.2344450,32.8080673,1.7821629
11429,-13,-5.025564811150471,18.038092567536481,-13.2362261,-1.2801080,32.7708206,1.8711014
11430,-13,-5.018108171150471,18.038092567536481,-13.2377634,-1.3192930,32.7063828,1.9553709
11431,-13,-5.010651531150471,18.038092567536481,-13.2392282,-1.3506807,32.6154976,2.0342431
11432,-13,-5.003194891150471,18.038092567536481,-13.2406178,-1.3712730,32.5032806,2.1073163
11433,-13,-4.995738251150471,18.038092567536481,-13.2419310,-1.3837500,32.3749161,2.1742833
11434,-13,-4.988281611150471,18.038092567536481,-13.2431669,-1.3929065,32.2353363,2.2349398
11435,-13,-4.980824971150471,18.038092567536481,-13.2443295,-1.4053220,32.0890694,2.2893593
11436,-13,-4.973368331150471,18.038092567536481,-13.2454166,-1.4220204,31.9365177,2.3378391
11437,-13,-4.965911691150471,18.038092567536481,-13.2464304,-1.4366698,31.7788982,2.3809166
11438,-13,-4.958455051150471,18.038092567536481,-13.2473688,-1.4439523,31.6189804,2.4193187
11439,-13,-4.950998411150471,18.038092567536481,-13.2482357,-1.4399030,31.4593220,2.4537129
11440,-13,-4.943541771150471,18.038092567536481,-13.2490330,-1.4252996,31.3015327,2.4844928
11441,-13,-4.936085131150471,18.038092567536481,-13.2497683,-1.4038327,31.1480083,2.5117700
11442,-13,-4.928628491150471,18.038092567536481,-13.2504473,-1.3824873,30.9967422,2.5355148
11443,-13,-4.921171851150471,18.038092567536481,-13.2510777,-1.3637984,30.8441677,2.5556204
11444,-13,-4.913715211150471,18.038092567536481,-13.2516632,-1.3495404,30.6846619,2.5719407
11445,-13,-4.906258571150471,18.038092567536481,-13.2522087,-1.3364700,30.5143032,2.5843425
11446,-13,-4.898801931150471,18.038092567536481,-13.2527161,-1.3195029,30.3292103,2.5925930
11447,-13,-4.891345291150471,18.038092567536481,-13.2531891,-1.2992858,30.1290531,2.5962656
11448,-13,-4.883888651150471,18.038092567536481,-13.2536297,-1.2786278,29.9099789,2.5948081
11449,-13,-4.876432011150471,18.038092567536481,-13.2540407,-1.2641338,29.6744366,2.5875764
11450,-13,-4.868975371150471,18.038092567536481,-13.2544222,-1.2581018,29.4213657,2.5738943
11451,-13,-4.861518731150471,18.038092567536481,-13.2547722,-1.2610992,29.1521301,2.5532548
11452,-13,-4.854062091150471,18.038092567536481,-13.2550879,-1.2685161,28.8698769,2.5253530
11453,-13,-4.846605451150471,18.038092567536481,-13.2553616,-1.2779794,28.5797615,2.4900546
11454,-13,-4.839148811150471,18.038092567536481,-13.2555895,-1.2863605,28.2833309,2.4474204
11455,-13,-4.831692171150471,18.038092567536481,-13.2557640,-1.2929211,27.9893436,2.3977618
11456,-13,-4.824235531150471,18.038092567536481,-13.2558813,-1.2983381,27.7005291,2.3418334
11457,-13,-4.816778891150471,18.038092567536481,-13.2559338,-1.3006805,27.4231033,2.2809539
11458,-13,-4.809322251150471,18.038092567536481,-13.2559185,-1.3011152,27.1615448,2.2169323
11459,-13,-4.801865611150471,18.038092567536481,-13.2558317,-1.3006712,26.9208412,2.1520278
11460,-13,-4.794408971150471,18.038092567536481,-13.2556686,-1.3002585,26.6998825,2.0886281
11461,-13,-4.786952331150471,18.038092567536481,-13.2554264,-1.2969648,26.5022907,2.0289536
11462,-13,-4.779495691150471,18.038092567536481,-13.2551041,-1.2903546,26.3270874,1.9749022
11463,-13,-4.772039051150471,18.038092567536481,-13.2547007,-1.2810724,26.1713161,1.9276066
11464,-13,-4.764582411150471,18.038092567536481,-13.2542171,-1.2749410,26.0301189,1.8872354
11465,-13,-4.757125771150471,18.038092567536481,-13.2536545,-1.2726612,25.9025211,1.8531442
11466,-13,-4.749669131150471,18.038092567536481,-13.2530136,-1.2730774,25.7868557,1.8242217
11467,-13,-4.742212491150472,18.038092567536481,-13.2522955,-1.2753199,25.6779423,1.7988622
11468,-13,-4.734755851150471,18.038092567536481,-13.2515020,-1.2810748,25.5711002,1.7751684
11469,-13,-4.727299211150472,18.038092567536481,-13.2506342,-1.2907512,25.4638653,1.7512816
11470,-13,-4.719842571150471,18.038092567536481,-13.2496920,-1.2947710,25.3533478,1.7254966
11471,-13,-4.712385931150472,18.038092567536481,-13.2486773,-1.2930964,25.2320347,1.6965319
11472,-13,-4.704929291150471,18.038092567536481,-13.2475939,-1.2875136,25.0962162,1.6636076
11473,-13,-4.697472651150472,18.038092567536481,-13.2464418,-1.2826288,24.9446621,1.6264731
11474,-13,-4.690016011150472,18.038092567536481,-13.2452259,-1.2750019,24.7747784,1.5856327
11475,-13,-4.682559371150472,18.038092567536481,-13.2439470,-1.2649494,24.5850334,1.5421098
11476,-13,-4.675102731150472,18.038092567536481,-13.2426062,-1.2503259,24.3730412,1.4971528
11477,-13,-4.667646091150472,18.038092567536481,-13.2412090,-1.2315000,24.1370029,1.4518101
11478,-13,-4.660189451150472,18.038092567536481,-13.2397566,-1.2082953,23.8770313,1.4066862
11479,-13,-4.652732811150472,18.038092567536481,-13.2382526,-1.1824937,23.5879002,1.3617446
11480,-13,-4.645276171150472,18.038092567536481,-13.2367010,-1.1605794,23.2711315,1.3162329
11481,-13,-4.637819531150472,18.038092567536481,-13.2351065,-1.1509417,22.9289951,1.2686504
11482,-13,-4.630362891150472,18.038092567536481,-13.2334709,-1.1524723,22.5711842,1.2166731
11483,-13,-4.622906251150471,18.038092567536481,-13.2317924,-1.1671251,22.2032928,1.1577096
11484,-13,-4.615449611150471,18.038092567536481,-13.2300720,-1.1900615,21.8376751,1.0893366
11485,-13,-4.607992971150471,18.038092567536481,-13.2283068,-1.2212478,21.4808559,1.0096334
11486,-13,-4.600536331150471,18.038092567536481,-13.2264938,-1.2575010,21.1421185,0.9192742
11487,-13,-4.593079691150471,18.038092567536481,-13.2246294,-1.3022423,20.8338299,0.8231649
11488,-13,-4.585623051150471,18.038092567536481,-13.2227097,-1.3495679,20.5698051,0.7302997
11489,-13,-4.578166411150471,18.038092567536481,-13.2207279,-1.4034636,20.3597488,0.6545423
11490,-13,-4.570709771150471,18.038092567536481,-13.2186794,-1.4544944,20.2235718,0.6118080
11491,-13,-4.563253131150471,18.038092567536481,-13.2165565,-1.4913946,20.1713219,0.6110646
11492,-13,-4.555796491150471,18.038092567536481,-13.2143536,-1.5042738,20.1918049,0.6461073
11493,-13,-4.548339851150471,18.038092567536481,-13.2120676,-1.4966816,20.2809944,0.6985923
11494,-13,-4.540883211150471,18.038092567536481,-13.2096977,-1.4605886,20.4311066,0.7496372
11495,-13,-4.533426571150471,18.038092567536481,-13.2072439,-1.3924438,20.6187782,0.7853485
11496,-13,-4.525969931150471,18.038092567536481,-13.2047110,-1.2930214,20.8204231,0.7979886
11497,-13,-4.518513291150471,18.038092567536481,-13.2021065,-1.1659294,21.0188046,0.7880352
11498,-13,-4.511056651150471,18.038092567536481,-13.1994390,-1.0172036,21.1888199,0.7637525
11499,-13,-4.503600011150471,18.038092567536481,-13.1967201,-0.8477329,21.3196640,0.7410199
11500,-13,-4.496143371150471,18.038092567536481,-13.1939631,-0.6528337,21.3937244,0.7416932
11501,-13,-4.488686731150471,18.038092567536481,-13.1911821,-0.4417638,21.3802166,0.7846403
11502,-13,-4.481230091150471,18.038092567536481,-13.1883965,-0.2312268,21.2785263,0.8741556
11503,-13,-4.473773451150471,18.038092567536481,-13.1856203,-0.0199467,21.0976791,0.9984763
11504,-13,-4.466316811150471,18.038092567536481,-13.1828699,0.1932773,20.8253288,1.1400375
11505,-13,-4.458860171150471,18.038092567536481,-13.1801624,0.3986926,20.4630604,1.2824644
11506,-13,-5.331287051150471,18.030635927536480,-13.1788988,-0.9328473,12.2919979,0.9590148
11507,-13,-5.323830411150471,18.030635927536480,-13.1796255,-0.8604317,12.4392385,1.0132391
11508,-13,-5.316373771150471,18.030635927536480,-13.1803160,-0.7851915,12.6404791,1.0880463
11509,-13,-5.308917131150471,18.030635927536480,-13.1809750,-0.7045138,12.8922663,1.1768287
11510,-13,-5.301460491150471,18.030635927536480,-13.1816092,-0.6126187,13.1947231,1.2741326
11511,-13,-5.294003851150471,18.030635927536480,-13.1822271,-0.5063688,13.5455866,1.3758084
11512,-13,-5.286547211150471,18.030635927536480,-13.1828365,-0.3861796,13.9455709,1.4796546
11513,-13,-5.279090571150471,18.030635927536480,-13.1834488,-0.2545603,14.3953199,1.5846745
11514,-13,-5.271633931150471,18.030635927536480,-13.1840754,-0.1278594,14.8941441,1.6906674
11515,-13,-5.264177291150471,18.030635927536480,-13.1847277,-0.0142557,15.4337902,1.7982717
11516,-13,-5.256720651150471,18.030635927536480,-13.1854143,0.0830442,16.0107327,1.9083700
11517,-13,-5.249264011150471,18.030635927536480,-13.1861429,0.1677532,16.6252785,2.0212131
11518,-13,-5.241807371150471,18.030635927536480,-13.1869183,0.2395160,17.2755623,2.1360278
11519,-13,-5.234350731150471,18.030635927536480,-13.1877460,0.3089702,17.9629078,2.2506251
11520,-13,-5.226894091150471,18.030635927536480,-13.1886292,0.3754084,18.6925316,2.3618944
11521,-13,-5.219437451150471,18.030635927536480,-13.1895761,0.4299315,19.4679527,2.4662757
11522,-13,-5.211980811150471,18.030635927536480,-13.1905899,0.4616190,20.2841778,2.5601103
11523,-13,-5.204524171150471,18.030635927536480,-13.1916752,0.4698654,21.1342201,2.6396730
11524,-13,-5.197067531150471,18.030635927536480,-13.1928339,0.4535415,22.0081520,2.7011819
11525,-13,-5.189610891150471,18.030635927536480,-13.1940641,0.4235240,22.8924389,2.7408936
11526,-13,-5.182154251150471,18.030635927536480,-13.1953640,0.3898383,23.7825069,2.7551873
11527,-13,-5.174697611150471,18.030635927536480,-13.1967325,0.3581366,24.6768093,2.7413819
11528,-13,-5.167240971150471,18.030635927536480,-13.1981707,0.3213363,25.5681572,2.6981838
11529,-13,-5.159784331150471,18.030635927536480,-13.1996794,0.2759233,26.4482956,2.6258318
11530,-13,-5.152327691150471,18.030635927536480,-13.2012587,0.2101682,27.3048401,2.5258780
11531,-13,-5.144871051150471,18.030635927536480,-13.2029066,0.1236766,28.1200886,2.4010508
11532,-13,-5.137414411150471,18.030635927536480,-13.2046165,0.0235332,28.8785095,2.2553296
11533,-13,-5.129957771150471,18.030635927536480,-13.2063799,-0.0773618,29.5737095,2.0942678
11534,-13,-5.122501131150471,18.030635927536480,-13.2081871,-0.1775036,30.2042999,1.9250427
11535,-13,-5.115044491150471,18.030635927536480,-13.2100306,-0.2720021,30.7694283,1.7563461
11536,-13,-5.107587851150471,18.030635927536480,-13.2118998,-0.3642389,31.2729473,1.5978504
11537,-13,-5.100131211150471,18.030635927536480,-13.2137890,-0.4591106,31.7166348,1.4590362
11538,-13,-5.092674571150471,18.030635927536480,-13.2156878,-0.5582848,32.0969963,1.3484241
11539,-13,-5.085217931150471,18.030635927536480,-13.2175856,-0.6561053,32.4165764,1.2724359
11540,-13,-5.077761291150471,18.030635927536480,-13.2194710,-0.7504974,32.6786079,1.2341833
11541,-13,-5.070304651150471,18.030635927536480,-13.2213345,-0.8343713,32.8852158,1.2324489
11542,-13,-5.062848011150471,18.030635927536480,-13.2231636,-0.9019227,33.0443306,1.2622203
11543,-13,-5.055391371150471,18.030635927536480,-13.2249546,-0.9563182,33.1667595,1.3162340
11544,-13,-5.047934731150471,18.030635927536480,-13.2267008,-1.0034074,33.2547951,1.3866976
11545,-13,-5.040478091150471,18.030635927536480,-13.2283983,-1.0488199,33.3128242,1.4667153
11546,-13,-5.033021451150471,18.030635927536480,-13.2300444,-1.0940943,33.3382759,1.5509341
11547,-13,-5.025564811150471,18.030635927536480,-13.2316322,-1.1383469,33.3313370,1.6356069
11548,-13,-5.018108171150471,18.030635927536480,-13.2331572,-1.1770518,33.2925186,1.7184458
11549,-13,-5.010651531150471,18.030635927536480,-13.2346144,-1.2100394,33.2264061,1.7981071
11550,-13,-5.003194891150471,18.030635927536480,-13.2360010,-1.2347769,33.1357651,1.8737215
11551,-13,-4.995738251150471,18.030635927536480,-13.2373152,-1.2529043,33.0280647,1.9446539
11552,-13,-4.988281611150471,18.030635927536480,-13.2385569,-1.2687041,32.9082298,2.0104954
11553,-13,-4.980824971150471,18.030635927536480,-13.2397261,-1.2874720,32.7796707,2.0711358
11554,-13,-4.973368331150471,18.030635927536480,-13.2408237,-1.3094130,32.6440926,2.1267240
