OID_,RegA,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
147,-13,-5.077761291150471,17.531041047536480,-13.0498619,0.0048760,48.7603302,-0.1691917,-0.1748528,4.0000000,-0.2991617,1.0109247,8.4392815,-0.0505438,0.4831827
148,-13,-5.070304651150471,17.531041047536480,-13.0509014,-0.0042149,0.0000000,-0.1466355,-0.2500388,4.0000000,-0.3465316,1.0103790,8.2275925,-0.1535459,0.5684195
149,-13,-5.062848011150471,17.531041047536480,-13.0519171,-0.0033058,0.0000000,-0.1092302,-0.3235196,4.0000000,-0.3893945,1.0097567,7.9778829,-0.2576447,0.6641603
150,-13,-5.055391371150471,17.531041047536480,-13.0529022,-0.0023967,0.0000000,-0.0597862,-0.3909500,4.0000000,-0.4248294,1.0090731,7.6948848,-0.3570707,0.7589176
151,-13,-5.047934731150471,17.531041047536480,-13.0538530,-0.0014876,0.0000000,-0.0038895,-0.4464883,4.0000000,-0.4516281,1.0083494,7.3795691,-0.4413485,0.8326402
152,-13,-5.040478091150471,17.531041047536480,-13.0547657,-0.0007438,0.0000000,0.0522010,-0.4878770,4.0000000,-0.4692335,1.0076109,7.0462794,-0.5065205,0.8732820
153,-13,-5.033021451150471,17.531041047536480,-13.0556374,-0.0002479,0.0000000,0.1043022,-0.5165079,4.0000000,-0.4768905,1.0068874,6.7033973,-0.5561253,0.8812979
154,-13,-5.025564811150471,17.531041047536480,-13.0564671,0.0004132,4.1322312,0.1497862,-0.5357178,4.0000000,-0.4760490,1.0061916,6.3555703,-0.5953867,0.8680127
155,-13,-5.018108171150471,17.531041047536480,-13.0572529,0.0011570,11.5702477,0.1819586,-0.5408420,4.0000000,-0.4635399,1.0055366,6.0090370,-0.6181441,0.8222395
156,-13,-5.010651531150471,17.531041047536480,-13.0579967,0.0020661,20.6611576,0.1989931,-0.5318108,4.0000000,-0.4412962,1.0049334,5.6700659,-0.6223253,0.7459354
157,-13,-5.003194891150471,17.531041047536480,-13.0586987,0.0029752,29.7520657,0.1999746,-0.5100307,4.0000000,-0.4098627,1.0043917,5.3508792,-0.6101987,0.6500692
158,-13,-4.995738251150471,17.531041047536480,-13.0593605,0.0038843,38.8429756,0.1905256,-0.4825442,4.0000000,-0.3725339,1.0039179,5.0542769,-0.5925545,0.5573224
159,-13,-4.988281611150471,17.531041047536480,-13.0599852,0.0047934,47.9338837,0.1708384,-0.4503335,4.0000000,-0.3283294,1.0035043,4.7796450,-0.5723377,0.4745706
160,-13,-4.980824971150471,17.531041047536480,-13.0605755,-0.0042975,0.0000000,0.1466413,-0.4170502,4.0000000,-0.2822759,1.0031427,4.5270247,-0.5518245,0.4060871
161,-13,-4.973368331150471,17.531041047536480,-13.0611334,-0.0033884,0.0000000,0.1226265,-0.3880767,4.0000000,-0.2365340,1.0028275,4.2961726,-0.5396194,0.3598705
162,-13,-4.965911691150471,17.531041047536480,-13.0616608,-0.0024793,0.0000000,0.1025934,-0.3692888,4.0000000,-0.1966572,1.0025456,4.0781112,-0.5419204,0.3424770
163,-13,-4.958455051150471,17.531041047536480,-13.0621576,-0.0015702,0.0000000,0.0874355,-0.3614374,4.0000000,-0.1670009,1.0022800,3.8621006,-0.5558738,0.3495668
164,-13,-4.950998411150471,17.531041047536480,-13.0626240,-0.0006612,0.0000000,0.0780411,-0.3660012,4.0000000,-0.1533778,1.0020230,3.6398029,-0.5786246,0.3815606
165,-13,-4.943541771150471,17.531041047536480,-13.0630579,-0.0001653,0.0000000,0.0727726,-0.3776201,4.0000000,-0.1596738,1.0017629,3.4000399,-0.5955664,0.4266811
166,-13,-4.936085131150471,17.531041047536480,-13.0634556,0.0000000,0.0000000,0.0707455,-0.3965535,4.0000000,-0.1885906,1.0015041,3.1424615,-0.6045165,0.4894744
167,-13,-4.928628491150471,17.531041047536480,-13.0638161,0.0000000,0.0000000,0.0715697,-0.4235519,4.0000000,-0.2447664,1.0012481,2.8642478,-0.6023375,0.5765654
168,-13,-4.921171851150471,17.531041047536480,-13.0641356,0.0000000,0.0000000,0.0722508,-0.4537497,4.0000000,-0.3285319,1.0009913,2.5520906,-0.5789676,0.6813025
169,-13,-4.913715211150471,17.531041047536480,-13.0644102,0.0000000,0.0000000,0.0715075,-0.4783447,4.0000000,-0.4367644,1.0007480,2.2156475,-0.5199249,0.7744344
170,-13,-5.092674571150471,17.523584407536479,-13.0473375,0.0025620,27.2727280,-0.1280822,-0.0537935,4.0000000,-0.1739174,1.0121404,8.8906527,0.0663304,0.2816693
171,-13,-5.085217931150471,17.523584407536479,-13.0484304,0.0036364,36.3636360,-0.1237320,-0.1142381,4.0000000,-0.2294878,1.0117919,8.7656422,0.0010117,0.3153968
172,-13,-5.077761291150471,17.523584407536479,-13.0495119,0.0045455,45.4545441,-0.1112521,-0.1875863,4.0000000,-0.2898275,1.0113649,8.6079807,-0.0853452,0.3819413
173,-13,-5.070304651150471,17.523584407536479,-13.0505743,-0.0045455,0.0000000,-0.0832091,-0.2696043,4.0000000,-0.3494067,1.0108351,8.4078074,-0.1898019,0.4793382
174,-13,-5.062848011150471,17.523584407536479,-13.0516119,-0.0036364,0.0000000,-0.0404397,-0.3489889,4.0000000,-0.4037943,1.0102149,8.1645422,-0.2941836,0.5933561
175,-13,-5.055391371150471,17.523584407536479,-13.0526199,-0.0027273,0.0000000,0.0152973,-0.4235669,4.0000000,-0.4522813,1.0095214,7.8829713,-0.3948525,0.7146629
176,-13,-5.047934731150471,17.523584407536479,-13.0535927,-0.0018182,0.0000000,0.0740025,-0.4833993,4.0000000,-0.4907807,1.0087774,7.5677638,-0.4760180,0.8150438
177,-13,-5.040478091150471,17.523584407536479,-13.0545263,-0.0009917,0.0000000,0.1320013,-0.5310711,4.0000000,-0.5208501,1.0080107,7.2296844,-0.5412922,0.8918960
178,-13,-5.033021451150471,17.523584407536479,-13.0554171,-0.0004132,0.0000000,0.1816769,-0.5636138,4.0000000,-0.5392625,1.0072488,6.8777647,-0.5879650,0.9331326
179,-13,-5.025564811150471,17.523584407536479,-13.0562639,0.0002479,3.3057852,0.2248388,-0.5867759,4.0000000,-0.5479839,1.0065106,6.5178056,-0.6255680,0.9507671
180,-13,-5.018108171150471,17.523584407536479,-13.0570660,0.0009917,9.9173555,0.2535421,-0.5951625,4.0000000,-0.5422043,1.0058113,6.1570392,-0.6481208,0.9296438
181,-13,-5.010651531150471,17.523584407536479,-13.0578232,0.0019008,19.0082645,0.2653116,-0.5884460,4.0000000,-0.5248742,1.0051587,5.7986064,-0.6520180,0.8706368
182,-13,-5.003194891150471,17.523584407536479,-13.0585346,0.0028099,28.0991745,0.2577831,-0.5648553,4.0000000,-0.4935146,1.0045701,5.4574990,-0.6361960,0.7731659
183,-13,-4.995738251150471,17.523584407536479,-13.0592051,0.0037190,37.1900826,0.2391111,-0.5335976,4.0000000,-0.4528061,1.0040542,5.1400571,-0.6143891,0.6700256
184,-13,-4.988281611150471,17.523584407536479,-13.0598354,0.0046281,46.2809906,0.2106440,-0.4961385,4.0000000,-0.4025572,1.0036002,4.8435903,-0.5897197,0.5701098
185,-13,-4.980824971150471,17.523584407536479,-13.0604286,-0.0044628,0.0000000,0.1776546,-0.4553921,4.0000000,-0.3469570,1.0032054,4.5708232,-0.5638271,0.4790341
186,-13,-4.973368331150471,17.523584407536479,-13.0609865,-0.0035537,0.0000000,0.1446342,-0.4167364,4.0000000,-0.2889259,1.0028646,4.3225136,-0.5445469,0.4088326
187,-13,-4.965911691150471,17.523584407536479,-13.0615129,-0.0026446,0.0000000,0.1155598,-0.3862902,4.0000000,-0.2355618,1.0025617,4.0888009,-0.5370185,0.3683138
188,-13,-4.958455051150471,17.523584407536479,-13.0620079,-0.0017355,0.0000000,0.0907065,-0.3648034,4.0000000,-0.1914267,1.0022837,3.8634448,-0.5381801,0.3529627
189,-13,-4.950998411150471,17.523584407536479,-13.0624714,-0.0008264,0.0000000,0.0713175,-0.3562000,4.0000000,-0.1632473,1.0020243,3.6395800,-0.5491527,0.3667211
190,-13,-4.943541771150471,17.523584407536479,-13.0629034,-0.0002479,0.0000000,0.0548489,-0.3548841,4.0000000,-0.1526053,1.0017682,3.4019670,-0.5571628,0.3958450
191,-13,-4.936085131150471,17.523584407536479,-13.0633001,0.0000000,0.0000000,0.0433357,-0.3623290,4.0000000,-0.1661461,1.0015167,3.1543300,-0.5585120,0.4402592
192,-13,-4.928628491150471,17.523584407536479,-13.0636616,0.0000000,0.0000000,0.0355973,-0.3785583,4.0000000,-0.2053876,1.0012730,2.8918095,-0.5517289,0.5039257
193,-13,-4.921171851150471,17.523584407536479,-13.0639849,0.0000000,0.0000000,0.0314246,-0.4018848,4.0000000,-0.2727028,1.0010303,2.6010497,-0.5310669,0.5851769
194,-13,-4.913715211150471,17.523584407536479,-13.0642662,0.0000000,0.0000000,0.0291882,-0.4210657,4.0000000,-0.3633530,1.0007991,2.2903924,-0.4787783,0.6527372
195,-13,-5.100131211150471,17.516127767536478,-13.0458269,0.0008264,14.8760328,-0.0979983,-0.0067523,4.0000000,-0.0771238,1.0127362,9.1025648,0.0636193,0.2064343
196,-13,-5.092674571150471,17.516127767536478,-13.0469465,0.0021488,23.9669418,-0.0924463,-0.0470787,4.0000000,-0.1245810,1.0124580,9.0060778,0.0304236,0.2040008
197,-13,-5.085217931150471,17.516127767536478,-13.0480585,0.0033058,33.0578499,-0.0852758,-0.1074398,4.0000000,-0.1815485,1.0121403,8.8943748,-0.0333311,0.2282896
198,-13,-5.077761291150471,17.516127767536478,-13.0491571,0.0042149,42.1487617,-0.0703189,-0.1823586,4.0000000,-0.2454399,1.0117401,8.7491770,-0.1192773,0.2879234
199,-13,-5.070304651150471,17.516127767536478,-13.0502386,-0.0048760,0.0000000,-0.0410929,-0.2673521,4.0000000,-0.3119687,1.0112386,8.5622749,-0.2227355,0.3861294
200,-13,-5.062848011150471,17.516127767536478,-13.0512962,-0.0039669,0.0000000,0.0024550,-0.3516269,4.0000000,-0.3767836,1.0106288,8.3289852,-0.3264702,0.5117118
201,-13,-5.055391371150471,17.516127767536478,-13.0523233,-0.0030579,0.0000000,0.0587705,-0.4306495,4.0000000,-0.4352031,1.0099324,8.0518103,-0.4260959,0.6497692
202,-13,-5.047934731150471,17.516127767536478,-13.0533152,-0.0021488,0.0000000,0.1176991,-0.4947060,4.0000000,-0.4855466,1.0091761,7.7387338,-0.5038654,0.7709945
203,-13,-5.040478091150471,17.516127767536478,-13.0542660,-0.0012397,0.0000000,0.1742966,-0.5459284,4.0000000,-0.5258120,1.0083938,7.4011421,-0.5660449,0.8715921
204,-13,-5.033021451150471,17.516127767536478,-13.0551748,-0.0005785,0.0000000,0.2246980,-0.5842291,4.0000000,-0.5572683,1.0076084,7.0475731,-0.6111898,0.9432050
205,-13,-5.025564811150471,17.516127767536478,-13.0560379,0.0000826,2.4793389,0.2644080,-0.6100598,4.0000000,-0.5758595,1.0068388,6.6798115,-0.6442600,0.9852906
206,-13,-5.018108171150471,17.516127767536478,-13.0568552,0.0008264,8.2644625,0.2880592,-0.6201782,4.0000000,-0.5789406,1.0061027,6.3088913,-0.6614158,0.9848204
207,-13,-5.010651531150471,17.516127767536478,-13.0576248,0.0016529,16.5289249,0.2942808,-0.6152272,4.0000000,-0.5676633,1.0054076,5.9393325,-0.6627910,0.9443547
208,-13,-5.003194891150471,17.516127767536478,-13.0583487,0.0025620,25.6198349,0.2836849,-0.5948790,4.0000000,-0.5430333,1.0047799,5.5816693,-0.6467247,0.8632704
209,-13,-4.995738251150471,17.516127767536478,-13.0590277,0.0034711,34.7107430,0.2569976,-0.5610391,4.0000000,-0.5020093,1.0042253,5.2463374,-0.6200691,0.7565731
210,-13,-4.988281611150471,17.516127767536478,-13.0596657,0.0043802,43.8016510,0.2241587,-0.5212253,4.0000000,-0.4512965,1.0037339,4.9327555,-0.5911540,0.6468489
211,-13,-4.980824971150471,17.516127767536478,-13.0602636,-0.0047107,0.0000000,0.1881266,-0.4778683,4.0000000,-0.3945237,1.0033059,4.6413465,-0.5612130,0.5432334
212,-13,-4.973368331150471,17.516127767536478,-13.0608263,-0.0038017,0.0000000,0.1512388,-0.4346386,4.0000000,-0.3330013,1.0029359,4.3737450,-0.5362759,0.4574468
213,-13,-4.965911691150471,17.516127767536478,-13.0613546,-0.0028926,0.0000000,0.1169005,-0.3966776,4.0000000,-0.2718061,1.0026057,4.1237545,-0.5215490,0.3987016
214,-13,-4.958455051150471,17.516127767536478,-13.0618496,-0.0019835,0.0000000,0.0871985,-0.3674168,4.0000000,-0.2184565,1.0023103,3.8838491,-0.5163770,0.3679484
215,-13,-4.950998411150471,17.516127767536478,-13.0623131,-0.0010744,0.0000000,0.0607899,-0.3483399,4.0000000,-0.1772053,1.0020400,3.6511710,-0.5194746,0.3657771
216,-13,-4.943541771150471,17.516127767536478,-13.0627441,-0.0004132,0.0000000,0.0380229,-0.3375117,4.0000000,-0.1529536,1.0017800,3.4125774,-0.5220697,0.3814264
217,-13,-4.936085131150471,17.516127767536478,-13.0631418,-0.0000826,0.0000000,0.0211758,-0.3359216,4.0000000,-0.1519788,1.0015312,3.1669729,-0.5198645,0.4107713
218,-13,-4.928628491150471,17.516127767536478,-13.0635052,0.0000000,0.0000000,0.0100488,-0.3450595,4.0000000,-0.1763647,1.0012937,2.9128585,-0.5137543,0.4579276
219,-13,-4.921171851150471,17.516127767536478,-13.0638323,0.0000000,0.0000000,0.0046653,-0.3622603,4.0000000,-0.2273905,1.0010608,2.6384163,-0.4971302,0.5173761
220,-13,-4.913715211150471,17.516127767536478,-13.0641203,0.0000000,0.0000000,0.0043585,-0.3777533,4.0000000,-0.3008240,1.0008398,2.3466852,-0.4546826,0.5637676
221,-13,-5.211980811150471,17.508671127536481,-13.0252829,0.0004959,24.7933884,-0.6231349,0.1652450,4.0000000,0.2906404,1.0290074,13.6514368,0.0398495,1.5256165
222,-13,-5.204524171150471,17.508671127536481,-13.0269375,0.0021488,33.8842964,-0.7286650,0.0486411,4.0000000,0.2372643,1.0276798,13.3407555,-0.1399821,1.6387734
223,-13,-5.197067531150471,17.508671127536481,-13.0285521,0.0036364,42.9752083,-0.7877759,-0.0500806,4.0000000,0.1866984,1.0261384,12.9700909,-0.2868597,1.7557193
224,-13,-5.189610891150471,17.508671127536481,-13.0301199,-0.0050413,0.0000000,-0.8083131,-0.1311966,4.0000000,0.1403718,1.0244485,12.5488911,-0.4027651,1.8492721
225,-13,-5.182154251150471,17.508671127536481,-13.0316324,-0.0037190,1.6528926,-0.7868397,-0.1858772,4.0000000,0.1023906,1.0226755,12.0905123,-0.4741450,1.8623221
226,-13,-5.174697611150471,17.508671127536481,-13.0330868,-0.0023967,5.7851238,-0.7248892,-0.2070331,4.0000000,0.0751598,1.0209416,11.6226664,-0.4892261,1.7510102
227,-13,-5.167240971150471,17.508671127536481,-13.0344830,-0.0009091,11.5702477,-0.6360207,-0.1983259,4.0000000,0.0621364,1.0193429,11.1750803,-0.4587881,1.5347477
228,-13,-5.159784331150471,17.508671127536481,-13.0358257,0.0008264,20.6611576,-0.5342072,-0.1691130,4.0000000,0.0604634,1.0179335,10.7635689,-0.3986894,1.2640358
229,-13,-5.152327691150471,17.508671127536481,-13.0371208,0.0023967,29.7520657,-0.4294977,-0.1273757,4.0000000,0.0647786,1.0167407,10.4036150,-0.3195300,0.9838235
230,-13,-5.144871051150471,17.508671127536481,-13.0383759,0.0037190,38.8429756,-0.3349680,-0.0821909,4.0000000,0.0716909,1.0157691,10.1015043,-0.2360726,0.7402495
231,-13,-5.107587851150471,17.508671127536481,-13.0442839,-0.0009917,5.7851238,-0.0886867,0.0260167,4.0000000,0.0257279,1.0132264,9.2693129,0.0263055,0.1898016
232,-13,-5.100131211150471,17.508671127536481,-13.0454264,0.0004132,12.3966942,-0.0753294,0.0076358,4.0000000,-0.0105045,1.0129666,9.1832418,0.0257761,0.1588676
233,-13,-5.092674571150471,17.508671127536481,-13.0465612,0.0018182,21.4876041,-0.0678184,-0.0314503,4.0000000,-0.0568482,1.0127079,9.0959053,-0.0060525,0.1469274
234,-13,-5.085217931150471,17.508671127536481,-13.0476866,0.0030579,30.5785122,-0.0604316,-0.0900736,4.0000000,-0.1124884,1.0124141,8.9925232,-0.0676588,0.1613070
235,-13,-5.077761291150471,17.508671127536481,-13.0488005,0.0039669,39.6694221,-0.0462015,-0.1639440,4.0000000,-0.1760981,1.0120378,8.8600607,-0.1517898,0.2099641
236,-13,-5.070304651150471,17.508671127536481,-13.0498962,0.0048760,48.7603302,-0.0191332,-0.2492846,4.0000000,-0.2454011,1.0115654,8.6862135,-0.2531681,0.3003247
237,-13,-5.062848011150471,17.508671127536481,-13.0509701,-0.0042149,0.0000000,0.0214363,-0.3355679,4.0000000,-0.3155430,1.0109781,8.4634542,-0.3555927,0.4252392
238,-13,-5.055391371150471,17.508671127536481,-13.0520124,-0.0033058,0.0000000,0.0738624,-0.4168334,4.0000000,-0.3807583,1.0102884,8.1953421,-0.4529085,0.5690038
239,-13,-5.047934731150471,17.508671127536481,-13.0530195,-0.0023967,0.0000000,0.1308248,-0.4843378,4.0000000,-0.4414133,1.0095303,7.8879919,-0.5272624,0.7013571
240,-13,-5.040478091150471,17.508671127536481,-13.0539856,-0.0014876,0.0000000,0.1846857,-0.5385526,4.0000000,-0.4924537,1.0087440,7.5548863,-0.5846515,0.8171473
241,-13,-5.033021451150471,17.508671127536481,-13.0549097,-0.0007438,0.0000000,0.2296960,-0.5774666,4.0000000,-0.5330403,1.0079497,7.2033825,-0.6218929,0.9010485
242,-13,-5.025564811150471,17.508671127536481,-13.0557871,-0.0000826,1.6528926,0.2650930,-0.6058818,4.0000000,-0.5614818,1.0071602,6.8367190,-0.6502818,0.9638473
243,-13,-5.018108171150471,17.508671127536481,-13.0566187,0.0006612,6.6115704,0.2857067,-0.6195785,4.0000000,-0.5775804,1.0064017,6.4633083,-0.6615766,0.9877045
244,-13,-5.010651531150471,17.508671127536481,-13.0574017,0.0014050,14.0495872,0.2877330,-0.6170509,4.0000000,-0.5758105,1.0056802,6.0865932,-0.6582913,0.9680846
245,-13,-5.003194891150471,17.508671127536481,-13.0581369,0.0023140,23.1404953,0.2715910,-0.5969704,4.0000000,-0.5570984,1.0050194,5.7211661,-0.6368425,0.8991802
246,-13,-4.995738251150471,17.508671127536481,-13.0588274,0.0032231,32.2314034,0.2451409,-0.5668239,4.0000000,-0.5234453,1.0044281,5.3727431,-0.6102025,0.8081431
247,-13,-4.988281611150471,17.508671127536481,-13.0594749,0.0041322,41.3223152,0.2123456,-0.5287653,4.0000000,-0.4783681,1.0039032,5.0435767,-0.5791626,0.7037054
248,-13,-4.980824971150471,17.508671127536481,-13.0600815,-0.0049587,0.0000000,0.1740395,-0.4840002,4.0000000,-0.4232261,1.0034426,4.7358794,-0.5447744,0.5962533
249,-13,-4.973368331150471,17.508671127536481,-13.0606508,-0.0040496,0.0000000,0.1379803,-0.4405718,4.0000000,-0.3633937,1.0030409,4.4525690,-0.5177500,0.5057162
250,-13,-4.965911691150471,17.508671127536481,-13.0611839,-0.0031405,0.0000000,0.1046857,-0.4016758,4.0000000,-0.3026907,1.0026836,4.1838212,-0.5006608,0.4398281
251,-13,-4.958455051150471,17.508671127536481,-13.0616827,-0.0022314,0.0000000,0.0743897,-0.3687904,4.0000000,-0.2447935,1.0023644,3.9281070,-0.4927874,0.3981169
252,-13,-4.950998411150471,17.508671127536481,-13.0621490,-0.0013223,0.0000000,0.0467943,-0.3441260,4.0000000,-0.1959580,1.0020747,3.6821606,-0.4922939,0.3824095
253,-13,-4.943541771150471,17.508671127536481,-13.0625830,-0.0005785,0.0000000,0.0236769,-0.3286773,4.0000000,-0.1631541,1.0018042,3.4337862,-0.4942004,0.3867508
254,-13,-4.936085131150471,17.508671127536481,-13.0629826,-0.0001653,0.0000000,0.0049926,-0.3202605,4.0000000,-0.1484694,1.0015513,3.1860011,-0.4920517,0.4020825
255,-13,-4.928628491150471,17.508671127536481,-13.0633488,0.0000000,0.0000000,-0.0065333,-0.3242723,4.0000000,-0.1587803,1.0013137,2.9348717,-0.4897642,0.4353940
256,-13,-4.921171851150471,17.508671127536481,-13.0636797,0.0000000,0.0000000,-0.0103916,-0.3365825,4.0000000,-0.1937355,1.0010864,2.6683915,-0.4794296,0.4755770
257,-13,-4.913715211150471,17.508671127536481,-13.0639734,0.0000000,0.0000000,-0.0058897,-0.3501090,4.0000000,-0.2526772,1.0008731,2.3920715,-0.4475409,0.5036003
258,-13,-4.906258571150471,17.508671127536481,-13.0642290,0.0000000,0.0000000,0.0067340,-0.3609456,4.0000000,-0.3301518,1.0006809,2.1133955,-0.3917395,0.5089822
259,-13,-5.234350731150471,17.501214487536480,-13.0194435,0.0046281,49.5867767,-0.0418488,0.5698148,4.0000000,0.4925845,1.0309712,14.0933256,0.6470450,1.5514492
260,-13,-5.226894091150471,17.501214487536480,-13.0211725,-0.0037190,5.7851238,-0.2452542,0.4335113,4.0000000,0.4647086,1.0307634,14.0493135,0.4023142,1.4071887
261,-13,-5.219437451150471,17.501214487536480,-13.0228996,-0.0019835,12.3966942,-0.4344419,0.2953961,4.0000000,0.4260021,1.0301690,13.9163933,0.1647900,1.3828384
262,-13,-5.211980811150471,17.501214487536480,-13.0246096,-0.0001653,21.4876041,-0.5924954,0.1646350,4.0000000,0.3805689,1.0291847,13.6923656,-0.0512990,1.4609941
263,-13,-5.204524171150471,17.501214487536480,-13.0262899,0.0015702,30.5785122,-0.7011013,0.0494594,4.0000000,0.3323999,1.0278897,13.3895187,-0.2334811,1.5802629
264,-13,-5.197067531150471,17.501214487536480,-13.0279303,0.0031405,39.6694221,-0.7649588,-0.0472605,4.0000000,0.2852146,1.0263705,13.0259695,-0.3797355,1.7046826
265,-13,-5.189610891150471,17.501214487536480,-13.0295219,0.0045455,48.7603302,-0.7936851,-0.1281448,4.0000000,0.2379821,1.0246905,12.6114359,-0.4942718,1.8129778
266,-13,-5.182154251150471,17.501214487536480,-13.0310583,-0.0041322,0.8264463,-0.7796068,-0.1827832,4.0000000,0.1969804,1.0229274,12.1571369,-0.5625468,1.8402252
267,-13,-5.174697611150471,17.501214487536480,-13.0325356,-0.0028926,4.1322312,-0.7247198,-0.2050889,4.0000000,0.1651292,1.0211924,11.6910734,-0.5753070,1.7456775
268,-13,-5.167240971150471,17.501214487536480,-13.0339546,-0.0014876,9.0909090,-0.6417948,-0.1966146,4.0000000,0.1473834,1.0195820,11.2422199,-0.5406126,1.5430359
269,-13,-5.159784331150471,17.501214487536480,-13.0353184,0.0002479,17.3553715,-0.5448627,-0.1688541,4.0000000,0.1396464,1.0181465,10.8279686,-0.4773547,1.2855835
270,-13,-5.152327691150471,17.501214487536480,-13.0366325,0.0019008,26.4462814,-0.4430430,-0.1257711,4.0000000,0.1409206,1.0169246,10.4610443,-0.3924628,1.0104849
271,-13,-5.144871051150471,17.501214487536480,-13.0379047,0.0033058,35.5371895,-0.3475685,-0.0782964,4.0000000,0.1447604,1.0159307,10.1530085,-0.3013532,0.7642679
272,-13,-5.137414411150471,17.501214487536480,-13.0391426,0.0044628,44.6280975,-0.2639934,-0.0307665,4.0000000,0.1499296,1.0151376,9.9008694,-0.2114627,0.5639916
273,-13,-5.129957771150471,17.501214487536480,-13.0403538,-0.0046281,0.0000000,-0.1966247,0.0060273,4.0000000,0.1495176,1.0145172,9.7005472,-0.1374631,0.4168454
274,-13,-5.122501131150471,17.501214487536480,-13.0415440,-0.0037190,0.0000000,-0.1450675,0.0315679,4.0000000,0.1428928,1.0140369,9.5437231,-0.0797569,0.3114092
275,-13,-5.115044491150471,17.501214487536480,-13.0427189,-0.0027273,0.8264463,-0.1070268,0.0453499,4.0000000,0.1299118,1.0136594,9.4167767,-0.0392120,0.2351231
276,-13,-5.107587851150471,17.501214487536480,-13.0438814,-0.0014876,4.1322312,-0.0803791,0.0461854,4.0000000,0.1075220,1.0133646,9.3199158,-0.0151513,0.1788544
277,-13,-5.100131211150471,17.501214487536480,-13.0450354,-0.0000826,9.9173555,-0.0643273,0.0304469,4.0000000,0.0751628,1.0131209,9.2362194,-0.0142690,0.1396073
