OID_,RegL,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
148,-12,-2.415740811150472,20.118495127536480,-12.8976612,0.0031405,37.1900826,-0.0939292,0.3564732,4.0000000,-0.0245420,1.0252963,12.7542372,0.7374883,0.7400544
149,-12,-2.408284171150472,20.118495127536480,-12.8972492,0.0028099,35.5371895,-0.0592387,0.3896294,4.0000000,0.0258597,1.0252104,12.7336149,0.7533991,0.7713049
150,-12,-2.400827531150472,20.118495127536480,-12.8968344,0.0023967,33.0578499,-0.0411451,0.4113680,4.0000000,0.0565963,1.0250890,12.7028227,0.7661398,0.8071340
151,-12,-2.393370891150472,20.118495127536480,-12.8964176,0.0019008,30.5785122,-0.0320169,0.4261863,4.0000000,0.0782956,1.0249425,12.6671114,0.7740770,0.8410068
152,-12,-2.385914251150472,20.118495127536480,-12.8959990,0.0014050,28.0991745,-0.0153205,0.4436863,4.0000000,0.1085177,1.0247669,12.6240673,0.7788548,0.8708972
153,-12,-2.378457611150472,20.118495127536480,-12.8955803,0.0009917,26.4462814,0.0186599,0.4693769,4.0000000,0.1571686,1.0245535,12.5714092,0.7815852,0.8994284
154,-12,-2.371000971150472,20.118495127536480,-12.8951645,0.0004959,23.9669418,0.0741615,0.5053607,4.0000000,0.2279427,1.0242915,12.5039206,0.7827787,0.9324346
155,-12,-2.363544331150472,20.118495127536480,-12.8947544,0.0000000,21.4876041,0.1431264,0.5452589,4.0000000,0.3095048,1.0239613,12.4211168,0.7810130,0.9667915
156,-12,-2.356087691150472,20.118495127536480,-12.8943558,-0.0004959,19.0082645,0.2103797,0.5824901,4.0000000,0.3885571,1.0235680,12.3209076,0.7764230,1.0056717
157,-12,-2.348631051150472,20.118495127536480,-12.8939753,-0.0009091,17.3553715,0.2610835,0.6090025,4.0000000,0.4505951,1.0231386,12.2090759,0.7674100,1.0350485
158,-12,-2.341174411150472,20.118495127536480,-12.8936148,-0.0012397,15.7024794,0.2815081,0.6166471,4.0000000,0.4836423,1.0226789,12.0881338,0.7496519,1.0326711
159,-12,-2.333717771150472,20.118495127536480,-12.8932781,-0.0016529,13.2231407,0.2708930,0.6048914,4.0000000,0.4864417,1.0222001,11.9618483,0.7233410,0.9934510
160,-12,-2.326261131150472,20.118495127536480,-12.8929653,-0.0020661,10.7438021,0.2361069,0.5762610,4.0000000,0.4601204,1.0217218,11.8337002,0.6924017,0.9210668
161,-12,-2.318804491150472,20.118495127536480,-12.8926744,-0.0024793,9.0909090,0.1927066,0.5373030,4.0000000,0.4201653,1.0212531,11.7066936,0.6544408,0.8259174
162,-12,-2.311347851150472,20.118495127536480,-12.8924026,-0.0028099,7.4380164,0.1383451,0.4847535,4.0000000,0.3599137,1.0208048,11.5844679,0.6095932,0.7098038
163,-12,-2.303891211150472,20.118495127536480,-12.8921490,-0.0031405,5.7851238,0.0790701,0.4216763,4.0000000,0.2800244,1.0203881,11.4694614,0.5633282,0.5894780
164,-12,-2.296434571150472,20.118495127536480,-12.8919067,-0.0034711,4.1322312,0.0133767,0.3442717,4.0000000,0.1766486,1.0200182,11.3668413,0.5118948,0.4745741
165,-12,-2.288977931150472,20.118495127536480,-12.8916702,-0.0037190,3.3057852,-0.0475915,0.2597044,4.0000000,0.0632990,1.0196992,11.2770443,0.4561098,0.3861403
166,-12,-2.602156811150472,20.111038487536479,-12.9082403,0.0032231,39.6694221,0.0316206,-0.2733052,4.0000000,-0.3999792,1.0275491,13.2990980,-0.1466313,0.2712947
167,-12,-2.594700171150472,20.111038487536479,-12.9078913,0.0028926,38.0165291,0.0103492,-0.2192656,4.0000000,-0.3123630,1.0275018,13.2873516,-0.1261682,0.1964147
168,-12,-2.587243531150472,20.111038487536479,-12.9075193,0.0025620,36.3636360,-0.0083893,-0.1508318,4.0000000,-0.2107180,1.0274103,13.2656326,-0.0909456,0.1223582
169,-12,-2.579786891150472,20.111038487536479,-12.9071293,0.0022314,34.7107430,-0.0189665,-0.0663622,4.0000000,-0.0929380,1.0272775,13.2343531,-0.0397865,0.0623032
170,-12,-2.572330251150472,20.111038487536479,-12.9067297,0.0017355,32.2314034,-0.0162467,0.0213563,4.0000000,0.0215316,1.0271035,13.1912241,0.0211811,0.0381943
171,-12,-2.564873611150472,20.111038487536479,-12.9063282,0.0013223,29.7520657,-0.0009526,0.1041755,4.0000000,0.1174211,1.0268950,13.1407089,0.0909299,0.0507499
172,-12,-2.557416971150472,20.111038487536479,-12.9059315,0.0009917,28.0991745,0.0223436,0.1747130,4.0000000,0.1850727,1.0266751,13.0871105,0.1643533,0.0865222
173,-12,-2.549960331150472,20.111038487536479,-12.9055433,0.0006612,26.4462814,0.0493921,0.2341909,4.0000000,0.2311530,1.0264663,13.0348186,0.2372289,0.1338719
174,-12,-2.542503691150472,20.111038487536479,-12.9051676,0.0003306,24.7933884,0.0740327,0.2802699,4.0000000,0.2525649,1.0262721,12.9884424,0.3079749,0.1827374
175,-12,-2.535047051150472,20.111038487536479,-12.9048071,-0.0000826,23.1404953,0.0945583,0.3174461,4.0000000,0.2587124,1.0261130,12.9495316,0.3761798,0.2332414
176,-12,-2.527590411150472,20.111038487536479,-12.9044609,-0.0004959,20.6611576,0.1037315,0.3399280,4.0000000,0.2420987,1.0259973,12.9190540,0.4377573,0.2750566
177,-12,-2.520133771150472,20.111038487536479,-12.9041290,-0.0008264,19.0082645,0.1015873,0.3510564,4.0000000,0.2111170,1.0259144,12.9001160,0.4909959,0.3102678
178,-12,-2.512677131150472,20.111038487536479,-12.9038105,-0.0011570,17.3553715,0.0823097,0.3476998,4.0000000,0.1576755,1.0258746,12.8911276,0.5377241,0.3387542
179,-12,-2.505220491150472,20.111038487536479,-12.9035025,-0.0014876,15.7024794,0.0455670,0.3314519,4.0000000,0.0848861,1.0258825,12.8920212,0.5780177,0.3677555
180,-12,-2.497763851150472,20.111038487536479,-12.9031992,-0.0019008,14.0495872,-0.0098211,0.3013528,4.0000000,-0.0067052,1.0259317,12.9043255,0.6094108,0.4036338
181,-12,-2.490307211150472,20.111038487536479,-12.9028950,-0.0021488,13.2231407,-0.0604962,0.2767878,4.0000000,-0.0814843,1.0260174,12.9259577,0.6350600,0.4516791
182,-12,-2.482850571150472,20.111038487536479,-12.9025850,-0.0024793,11.5702477,-0.0962783,0.2648493,4.0000000,-0.1274345,1.0261242,12.9527588,0.6571332,0.5014195
183,-12,-2.475393931150472,20.111038487536479,-12.9022665,-0.0028099,9.9173555,-0.1130091,0.2662000,4.0000000,-0.1428640,1.0262327,12.9807014,0.6752641,0.5407354
184,-12,-2.467937291150472,20.111038487536479,-12.9019384,-0.0031405,8.2644625,-0.1248889,0.2687644,4.0000000,-0.1499414,1.0263369,13.0069971,0.6874702,0.5725070
185,-12,-2.460480651150472,20.111038487536479,-12.9015999,-0.0035537,6.6115704,-0.1350143,0.2726674,4.0000000,-0.1534036,1.0264318,13.0284100,0.6987384,0.6036642
186,-12,-2.453024011150472,20.111038487536479,-12.9012499,-0.0038843,4.9586778,-0.1466053,0.2756352,4.0000000,-0.1575890,1.0265135,13.0492554,0.7088593,0.6360235
187,-12,-2.445567371150472,20.111038487536479,-12.9008884,-0.0041322,4.1322312,-0.1539914,0.2808193,4.0000000,-0.1553791,1.0265864,13.0665941,0.7170178,0.6646520
188,-12,-2.438110731150472,20.111038487536479,-12.9005146,-0.0043802,3.3057852,-0.1581135,0.2880280,4.0000000,-0.1485790,1.0266449,13.0808115,0.7246351,0.6913773
189,-12,-2.430654091150472,20.111038487536479,-12.9001284,-0.0047107,2.4793389,-0.1544729,0.3011560,4.0000000,-0.1311599,1.0266807,13.0900984,0.7334719,0.7167000
190,-12,-2.423197451150472,20.111038487536479,-12.8997307,0.0048760,47.9338837,-0.1348563,0.3228730,4.0000000,-0.0960002,1.0266998,13.0960169,0.7417462,0.7322057
191,-12,-2.415740811150472,20.111038487536479,-12.8993216,0.0045455,46.2809906,-0.0989953,0.3548593,4.0000000,-0.0432170,1.0266907,13.0937328,0.7529356,0.7474501
192,-12,-2.408284171150472,20.111038487536479,-12.8989067,0.0042149,44.6280975,-0.0661049,0.3838930,4.0000000,0.0046485,1.0266421,13.0817165,0.7631376,0.7686054
193,-12,-2.400827531150472,20.111038487536479,-12.8984871,0.0038843,42.1487617,-0.0492984,0.4029209,4.0000000,0.0349498,1.0265545,13.0613413,0.7708920,0.7970265
194,-12,-2.393370891150472,20.111038487536479,-12.8980656,0.0034711,39.6694221,-0.0426457,0.4150923,4.0000000,0.0547214,1.0264367,13.0337334,0.7754632,0.8259548
195,-12,-2.385914251150472,20.111038487536479,-12.8976412,0.0030579,37.1900826,-0.0278249,0.4310721,4.0000000,0.0848870,1.0262879,12.9967594,0.7772572,0.8528610
196,-12,-2.378457611150472,20.111038487536479,-12.8972158,0.0027273,35.5371895,0.0024575,0.4537929,4.0000000,0.1324893,1.0260864,12.9493856,0.7750965,0.8752534
197,-12,-2.371000971150472,20.111038487536479,-12.8967915,0.0023140,33.0578499,0.0554210,0.4888322,4.0000000,0.2046874,1.0258257,12.8884068,0.7729770,0.9052928
198,-12,-2.363544331150472,20.111038487536479,-12.8963718,0.0018182,30.5785122,0.1230482,0.5295691,4.0000000,0.2923393,1.0254990,12.8061523,0.7667989,0.9414391
199,-12,-2.356087691150472,20.111038487536479,-12.8959627,0.0013223,28.0991745,0.1874524,0.5667300,4.0000000,0.3764006,1.0250942,12.7055178,0.7570594,0.9820129
200,-12,-2.348631051150472,20.111038487536479,-12.8955708,0.0009091,26.4462814,0.2339291,0.5927948,4.0000000,0.4420812,1.0246271,12.5895596,0.7435085,1.0154428
201,-12,-2.341174411150472,20.111038487536479,-12.8951979,0.0005785,24.7933884,0.2501133,0.6003348,4.0000000,0.4785013,1.0241213,12.4606724,0.7221682,1.0211494
202,-12,-2.333717771150472,20.111038487536479,-12.8948479,0.0001653,22.3140488,0.2365151,0.5885472,4.0000000,0.4853998,1.0235865,12.3235950,0.6916945,0.9901240
203,-12,-2.326261131150472,20.111038487536479,-12.8945208,-0.0002479,19.8347111,0.2005059,0.5606295,4.0000000,0.4652977,1.0230346,12.1820755,0.6559613,0.9279401
204,-12,-2.318804491150472,20.111038487536479,-12.8942146,-0.0006612,18.1818180,0.1577087,0.5238144,4.0000000,0.4337909,1.0224863,12.0379333,0.6138380,0.8462981
205,-12,-2.311347851150472,20.111038487536479,-12.8939285,-0.0009917,16.5289249,0.1077718,0.4756151,4.0000000,0.3821117,1.0219498,11.8938580,0.5691185,0.7438665
206,-12,-2.303891211150472,20.111038487536479,-12.8936596,-0.0014050,14.0495872,0.0515162,0.4138687,4.0000000,0.3073454,1.0214331,11.7560177,0.5203920,0.6258479
207,-12,-2.296434571150472,20.111038487536479,-12.8934031,-0.0018182,11.5702477,-0.0101160,0.3376194,4.0000000,0.2068759,1.0209596,11.6277285,0.4683628,0.5096462
208,-12,-2.288977931150472,20.111038487536479,-12.8931541,-0.0021488,9.9173555,-0.0676253,0.2525759,4.0000000,0.0929802,1.0205417,11.5122328,0.4121716,0.4165426
209,-12,-2.281521291150472,20.111038487536479,-12.8929043,-0.0023967,8.2644625,-0.1146888,0.1668849,4.0000000,-0.0214629,1.0201725,11.4113779,0.3552327,0.3637823
210,-12,-2.617070091150472,20.103581847536478,-12.9105864,-0.0047107,1.6528926,0.0483284,-0.3322071,4.0000000,-0.5443373,1.0273167,13.2409792,-0.1200769,0.4014565
211,-12,-2.609613451150472,20.103581847536478,-12.9102936,-0.0049587,0.8264463,0.0374690,-0.3036647,4.0000000,-0.4881752,1.0273783,13.2539854,-0.1191541,0.3413262
212,-12,-2.602156811150472,20.103581847536478,-12.9099674,0.0047107,48.7603302,0.0213823,-0.2616983,4.0000000,-0.4179889,1.0274155,13.2638845,-0.1054077,0.2677500
213,-12,-2.594700171150472,20.103581847536478,-12.9096127,0.0044628,47.1074371,0.0030112,-0.2016808,4.0000000,-0.3289176,1.0274290,13.2671013,-0.0744440,0.1809597
214,-12,-2.587243531150472,20.103581847536478,-12.9092340,0.0042149,45.4545441,-0.0110311,-0.1279834,4.0000000,-0.2262730,1.0274158,13.2644062,-0.0296938,0.1007040
215,-12,-2.579786891150472,20.103581847536478,-12.9088383,0.0039669,43.8016510,-0.0153953,-0.0387754,4.0000000,-0.1067882,1.0273740,13.2539692,0.0292374,0.0416566
216,-12,-2.572330251150472,20.103581847536478,-12.9084330,0.0035537,41.3223152,-0.0063281,0.0531853,4.0000000,0.0087855,1.0272994,13.2357349,0.0975850,0.0261453
217,-12,-2.564873611150472,20.103581847536478,-12.9080267,0.0031405,38.8429756,0.0148482,0.1394368,4.0000000,0.1079492,1.0271963,13.2102013,0.1709244,0.0525342
218,-12,-2.557416971150472,20.103581847536478,-12.9076252,0.0028099,37.1900826,0.0423741,0.2124579,4.0000000,0.1779032,1.0270804,13.1827641,0.2470125,0.1050070
219,-12,-2.549960331150472,20.103581847536478,-12.9072351,0.0024793,35.5371895,0.0720862,0.2739531,4.0000000,0.2254307,1.0269783,13.1568470,0.3224754,0.1706416
220,-12,-2.542503691150472,20.103581847536478,-12.9068575,0.0021488,33.8842964,0.0973701,0.3208884,4.0000000,0.2472760,1.0268946,13.1353483,0.3945008,0.2361956
221,-12,-2.535047051150472,20.103581847536478,-12.9064960,0.0017355,32.2314034,0.1164042,0.3568059,4.0000000,0.2527030,1.0268297,13.1220713,0.4609088,0.2989796
222,-12,-2.527590411150472,20.103581847536478,-12.9061508,0.0013223,29.7520657,0.1232582,0.3787289,4.0000000,0.2369204,1.0268034,13.1153154,0.5205373,0.3515958
223,-12,-2.520133771150472,20.103581847536478,-12.9058208,0.0009917,28.0991745,0.1171666,0.3879245,4.0000000,0.2057537,1.0268136,13.1163340,0.5700954,0.3925602
224,-12,-2.512677131150472,20.103581847536478,-12.9055042,0.0006612,26.4462814,0.0933803,0.3826508,4.0000000,0.1532871,1.0268464,13.1236076,0.6120145,0.4234255
225,-12,-2.505220491150472,20.103581847536478,-12.9051991,0.0003306,24.7933884,0.0493186,0.3622320,4.0000000,0.0781167,1.0269073,13.1404839,0.6463472,0.4502945
226,-12,-2.497763851150472,20.103581847536478,-12.9048986,-0.0000826,23.1404953,-0.0124190,0.3291626,4.0000000,-0.0141670,1.0270096,13.1646185,0.6724922,0.4836563
227,-12,-2.490307211150472,20.103581847536478,-12.9045982,-0.0003306,22.3140488,-0.0676479,0.3023240,4.0000000,-0.0894022,1.0271467,13.1971874,0.6940501,0.5300407
228,-12,-2.482850571150472,20.103581847536478,-12.9042912,-0.0006612,20.6611576,-0.1074769,0.2869405,4.0000000,-0.1379840,1.0272959,13.2330704,0.7118650,0.5777552
229,-12,-2.475393931150472,20.103581847536478,-12.9039755,-0.0009917,19.0082645,-0.1280023,0.2824778,4.0000000,-0.1583448,1.0274440,13.2696362,0.7233005,0.6117764
230,-12,-2.467937291150472,20.103581847536478,-12.9036484,-0.0013223,17.3553715,-0.1410760,0.2831736,4.0000000,-0.1667137,1.0275807,13.3025579,0.7330609,0.6422048
231,-12,-2.460480651150472,20.103581847536478,-12.9033117,-0.0017355,15.7024794,-0.1488906,0.2862932,4.0000000,-0.1678589,1.0277020,13.3310795,0.7404453,0.6671203
232,-12,-2.453024011150472,20.103581847536478,-12.9029627,-0.0020661,14.0495872,-0.1591586,0.2866305,4.0000000,-0.1717544,1.0278124,13.3564472,0.7450154,0.6907441
233,-12,-2.445567371150472,20.103581847536478,-12.9026012,-0.0023967,12.3966942,-0.1663246,0.2892136,4.0000000,-0.1707407,1.0279127,13.3812885,0.7491678,0.7131645
234,-12,-2.438110731150472,20.103581847536478,-12.9022274,-0.0027273,10.7438021,-0.1701804,0.2949863,4.0000000,-0.1644957,1.0280014,13.4017868,0.7544684,0.7363786
235,-12,-2.430654091150472,20.103581847536478,-12.9018402,-0.0031405,9.0909090,-0.1643292,0.3056715,4.0000000,-0.1466338,1.0280699,13.4189892,0.7579769,0.7514412
236,-12,-2.423197451150472,20.103581847536478,-12.9014406,-0.0035537,7.4380164,-0.1435296,0.3254060,4.0000000,-0.1118119,1.0281180,13.4306059,0.7626240,0.7597115
237,-12,-2.415740811150472,20.103581847536478,-12.9010305,-0.0038843,5.7851238,-0.1071884,0.3544481,4.0000000,-0.0606938,1.0281367,13.4358730,0.7695899,0.7655796
238,-12,-2.408284171150472,20.103581847536478,-12.9006128,-0.0042149,4.1322312,-0.0754395,0.3793691,4.0000000,-0.0150588,1.0281124,13.4306812,0.7737970,0.7757130
239,-12,-2.400827531150472,20.103581847536478,-12.9001904,-0.0045455,3.3057852,-0.0608292,0.3931553,4.0000000,0.0121213,1.0280533,13.4169302,0.7741893,0.7905123
240,-12,-2.393370891150472,20.103581847536478,-12.8997641,0.0050413,48.7603302,-0.0552484,0.4017124,4.0000000,0.0310780,1.0279578,13.3951159,0.7723469,0.8084801
241,-12,-2.385914251150472,20.103581847536478,-12.8993349,0.0046281,46.2809906,-0.0430556,0.4135710,4.0000000,0.0604862,1.0278233,13.3653240,0.7666557,0.8248730
242,-12,-2.378457611150472,20.103581847536478,-12.8989019,0.0042975,44.6280975,-0.0170654,0.4323913,4.0000000,0.1065588,1.0276413,13.3230839,0.7582237,0.8388088
243,-12,-2.371000971150472,20.103581847536478,-12.8984699,0.0038843,42.1487617,0.0304132,0.4627386,4.0000000,0.1778105,1.0273912,13.2650785,0.7476667,0.8557453
244,-12,-2.363544331150472,20.103581847536478,-12.8980408,0.0034711,39.6694221,0.0948338,0.5028928,4.0000000,0.2696763,1.0270615,13.1866522,0.7361093,0.8877219
245,-12,-2.356087691150472,20.103581847536478,-12.8976212,0.0030579,37.1900826,0.1554678,0.5397391,4.0000000,0.3578613,1.0266433,13.0858364,0.7216170,0.9271857
246,-12,-2.348631051150472,20.103581847536478,-12.8972158,0.0027273,35.5371895,0.1943050,0.5634336,4.0000000,0.4266853,1.0261447,12.9663792,0.7001820,0.9604663
247,-12,-2.341174411150472,20.103581847536478,-12.8968296,0.0023967,33.8842964,0.2035110,0.5696449,4.0000000,0.4665783,1.0255883,12.8304148,0.6727116,0.9735895
248,-12,-2.333717771150472,20.103581847536478,-12.8964653,0.0019835,31.4049587,0.1880646,0.5594386,4.0000000,0.4790851,1.0249949,12.6820898,0.6397921,0.9577495
249,-12,-2.326261131150472,20.103581847536478,-12.8961210,0.0015702,28.9256191,0.1516473,0.5331355,4.0000000,0.4667192,1.0243714,12.5246601,0.5995519,0.9111701
250,-12,-2.318804491150472,20.103581847536478,-12.8957987,0.0011570,27.2727280,0.1105793,0.4991753,4.0000000,0.4426749,1.0237316,12.3624287,0.5556757,0.8466415
251,-12,-2.311347851150472,20.103581847536478,-12.8954945,0.0008264,25.6198349,0.0634752,0.4543389,4.0000000,0.3991752,1.0230917,12.1976280,0.5095026,0.7610319
252,-12,-2.303891211150472,20.103581847536478,-12.8952074,0.0004132,23.1404953,0.0121213,0.3962090,4.0000000,0.3340409,1.0224707,12.0339012,0.4583772,0.6553577
253,-12,-2.296434571150472,20.103581847536478,-12.8949327,0.0000000,20.6611576,-0.0428349,0.3227007,4.0000000,0.2404210,1.0218906,11.8790579,0.4049804,0.5428505
254,-12,-2.288977931150472,20.103581847536478,-12.8946667,-0.0003306,19.0082645,-0.0939046,0.2397601,4.0000000,0.1289691,1.0213642,11.7371674,0.3505510,0.4498409
255,-12,-2.281521291150472,20.103581847536478,-12.8944006,-0.0005785,17.3553715,-0.1358588,0.1507432,4.0000000,0.0106880,1.0208980,11.6109419,0.2907984,0.3901597
256,-12,-2.274064651150472,20.103581847536478,-12.8941278,-0.0009917,14.8760328,-0.1610580,0.0707938,4.0000000,-0.0909613,1.0204878,11.4997559,0.2325489,0.3691146
257,-12,-2.266608011150472,20.103581847536478,-12.8938427,-0.0014050,12.3966942,-0.1696436,0.0064550,4.0000000,-0.1638540,1.0201374,11.4026909,0.1767640,0.3674912
258,-12,-2.631983371150472,20.096125207536478,-12.9127998,-0.0025620,12.3966942,0.0045816,-0.3264295,4.0000000,-0.6249994,1.0270543,13.1748581,-0.0278597,0.4877901
259,-12,-2.624526731150472,20.096125207536478,-12.9125767,-0.0028099,10.7438021,0.0120697,-0.3228216,4.0000000,-0.5975163,1.0271257,13.1916304,-0.0481269,0.4587486
260,-12,-2.617070091150472,20.096125207536478,-12.9123163,-0.0030579,9.0909090,0.0108963,-0.3041794,4.0000000,-0.5529925,1.0271987,13.2091122,-0.0553664,0.4063189
261,-12,-2.609613451150472,20.096125207536478,-12.9120197,-0.0033058,7.4380164,0.0037584,-0.2718518,4.0000000,-0.4946097,1.0272765,13.2279654,-0.0490939,0.3357256
262,-12,-2.602156811150472,20.096125207536478,-12.9116898,-0.0036364,5.7851238,-0.0074617,-0.2258069,4.0000000,-0.4239476,1.0273590,13.2468996,-0.0276661,0.2548607
263,-12,-2.594700171150472,20.096125207536478,-12.9113312,-0.0038843,4.9586778,-0.0187358,-0.1633118,4.0000000,-0.3365490,1.0274419,13.2665138,0.0099254,0.1676368
264,-12,-2.587243531150472,20.096125207536478,-12.9109488,-0.0041322,4.1322312,-0.0251716,-0.0857599,4.0000000,-0.2342427,1.0275126,13.2841806,0.0627230,0.0920800
265,-12,-2.579786891150472,20.096125207536478,-12.9105501,-0.0043802,3.3057852,-0.0199206,0.0055933,4.0000000,-0.1149022,1.0275624,13.2965603,0.1260887,0.0444397
266,-12,-2.572330251150472,20.096125207536478,-12.9101429,-0.0047934,2.4793389,-0.0019914,0.0989675,4.0000000,-0.0003282,1.0275855,13.3023739,0.1982631,0.0458013
267,-12,-2.564873611150472,20.096125207536478,-12.9097357,0.0047934,47.9338837,0.0268695,0.1858293,4.0000000,0.0997385,1.0275898,13.3022881,0.2719200,0.0903454
268,-12,-2.557416971150472,20.096125207536478,-12.9093342,0.0044628,46.2809906,0.0596604,0.2596447,4.0000000,0.1718860,1.0275844,13.3003302,0.3474033,0.1623325
269,-12,-2.549960331150472,20.096125207536478,-12.9089451,0.0041322,44.6280975,0.0914248,0.3196177,4.0000000,0.2186598,1.0275877,13.3016748,0.4205757,0.2442568
270,-12,-2.542503691150472,20.096125207536478,-12.9085703,0.0038843,42.9752083,0.1157807,0.3636116,4.0000000,0.2393755,1.0276181,13.3087273,0.4878478,0.3210065
271,-12,-2.535047051150472,20.096125207536478,-12.9082117,0.0035537,41.3223152,0.1321966,0.3956579,4.0000000,0.2434787,1.0276657,13.3194933,0.5478371,0.3894215
272,-12,-2.527590411150472,20.096125207536478,-12.9078703,0.0031405,38.8429756,0.1361435,0.4146473,4.0000000,0.2279298,1.0277344,13.3357401,0.6013648,0.4452369
273,-12,-2.520133771150472,20.096125207536478,-12.9075451,0.0028099,37.1900826,0.1258201,0.4207479,4.0000000,0.1954542,1.0278260,13.3575420,0.6460416,0.4869450
274,-12,-2.512677131150472,20.096125207536478,-12.9072332,0.0024793,35.5371895,0.0969519,0.4116910,4.0000000,0.1424572,1.0279315,13.3836613,0.6809248,0.5139598
275,-12,-2.505220491150472,20.096125207536478,-12.9069319,0.0021488,33.8842964,0.0484903,0.3889383,4.0000000,0.0685574,1.0280567,13.4115219,0.7093192,0.5375983
276,-12,-2.497763851150472,20.096125207536478,-12.9066362,0.0017355,32.2314034,-0.0179871,0.3543091,4.0000000,-0.0229313,1.0282087,13.4465446,0.7315496,0.5690871
277,-12,-2.490307211150472,20.096125207536478,-12.9063406,0.0014876,31.4049587,-0.0787035,0.3233703,4.0000000,-0.1007465,1.0283831,13.4886818,0.7474872,0.6104878
