OID_,RegG,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
5815,-13,-4.257530891150472,18.947802647536477,-13.2101402,-0.0058678,4.9586778,0.6406154,-1.6210823,4.0000000,-0.2158900,1.0422785,16.3686333,-3.0262747,10.0382261
5816,-13,-4.250074251150472,18.947802647536477,-13.2079649,0.0019835,39.6694221,0.5119535,-1.5733141,4.0000000,-0.1969261,1.0475614,17.3232002,-2.9497020,9.7644157
5817,-13,-4.242617611150472,18.947802647536477,-13.2056360,0.0000000,30.5785122,0.4161313,-1.5368209,4.0000000,-0.1972840,1.0531176,18.2657299,-2.8763578,9.5999765
5818,-13,-4.235160971150472,18.947802647536477,-13.2031565,-0.0027273,21.4876041,0.3392657,-1.5021369,4.0000000,-0.2105713,1.0589801,19.2058334,-2.7937026,9.4406071
5819,-13,-4.227704331150472,18.947802647536477,-13.2005281,-0.0053719,13.2231407,0.2722712,-1.4599342,4.0000000,-0.2336757,1.0650890,20.1277256,-2.6861928,9.1791735
5820,-13,-4.220247691150472,18.947802647536477,-13.1977549,0.0021488,42.1487617,0.2184260,-1.4135603,4.0000000,-0.2654552,1.0713427,21.0214977,-2.5616655,8.8537312
5821,-13,-4.212791051150472,18.947802647536477,-13.1948423,-0.0010744,33.0578499,0.1679639,-1.3642601,4.0000000,-0.3007832,1.0776983,21.8866615,-2.4277370,8.5035791
5822,-13,-4.205334411150472,18.947802647536477,-13.1917953,-0.0039669,23.9669418,0.1150627,-1.3111976,4.0000000,-0.3370953,1.0841246,22.7176628,-2.2853000,8.1328478
5823,-13,-4.197877771150472,18.947802647536477,-13.1886187,0.0032231,45.4545441,0.0681353,-1.2574104,4.0000000,-0.3768631,1.0905645,23.5108852,-2.1379576,7.7612028
5824,-13,-4.190421131150472,18.947802647536477,-13.1853180,-0.0004132,36.3636360,0.0127724,-1.2006104,4.0000000,-0.4158858,1.0969334,24.2668819,-1.9853350,7.3977537
5825,-13,-4.182964491150472,18.947802647536477,-13.1819010,-0.0037190,27.2727280,-0.0482745,-1.1395917,4.0000000,-0.4547806,1.1031938,24.9794540,-1.8244028,7.0245495
5826,-13,-4.175507851150472,18.947802647536477,-13.1783733,0.0028926,45.4545441,-0.1126231,-1.0743195,4.0000000,-0.4951430,1.1092855,25.6465988,-1.6534959,6.6414952
5827,-13,-4.168051211150472,18.947802647536477,-13.1747437,-0.0007438,36.3636360,-0.1791404,-1.0010148,4.0000000,-0.5362650,1.1151233,26.2679176,-1.4657648,6.2101083
5828,-13,-4.160594571150471,18.947802647536477,-13.1710186,-0.0046281,27.2727280,-0.2439773,-0.9179680,4.0000000,-0.5771059,1.1206104,26.8307629,-1.2588302,5.7108321
5829,-13,-4.153137931150471,18.947802647536477,-13.1672096,0.0017355,44.6280975,-0.2972250,-0.8346127,4.0000000,-0.6194185,1.1255898,27.3274384,-1.0498070,5.2189236
5830,-13,-4.145681291150471,18.947802647536477,-13.1633282,-0.0019835,35.5371895,-0.3333007,-0.7584549,4.0000000,-0.6602172,1.1300555,27.7633476,-0.8566927,4.7775683
5831,-13,-4.138224651150471,18.947802647536477,-13.1593838,0.0038017,47.9338837,-0.3547919,-0.6894717,4.0000000,-0.7001827,1.1340852,28.1462402,-0.6787608,4.3821287
5832,-13,-4.130768011150471,18.947802647536477,-13.1553841,0.0001653,38.8429756,-0.3626654,-0.6288261,4.0000000,-0.7399163,1.1376220,28.4770565,-0.5177358,4.0321336
5833,-13,-4.123311371150471,18.947802647536477,-13.1513405,-0.0038843,29.7520657,-0.3563069,-0.5810637,4.0000000,-0.7784670,1.1407120,28.7604980,-0.3836604,3.7448206
5834,-13,-4.115854731150471,18.947802647536477,-13.1472578,0.0016529,42.9752083,-0.3340936,-0.5480227,4.0000000,-0.8162437,1.1434643,29.0084934,-0.2798018,3.5146148
5835,-13,-4.108398091150471,18.947802647536477,-13.1431437,-0.0022314,33.8842964,-0.2951490,-0.5294080,4.0000000,-0.8526765,1.1459069,29.2279491,-0.2061395,3.3256431
5836,-13,-4.100941451150471,18.947802647536477,-13.1390018,0.0034711,47.9338837,-0.2382025,-0.5255095,4.0000000,-0.8860267,1.1481775,29.4280472,-0.1649924,3.1701210
5837,-13,-4.093484811150471,18.947802647536477,-13.1348343,-0.0005785,38.8429756,-0.1725204,-0.5299676,4.0000000,-0.9157760,1.1503779,29.6216431,-0.1441592,3.0373187
5838,-13,-4.086028171150471,18.947802647536477,-13.1306419,-0.0047107,29.7520657,-0.1162124,-0.5339743,4.0000000,-0.9427914,1.1524802,29.8056812,-0.1251571,2.9294825
5839,-13,-4.078571531150471,18.947802647536477,-13.1264267,0.0009091,41.3223152,-0.0719776,-0.5369706,4.0000000,-0.9648911,1.1544377,29.9752197,-0.1090501,2.8488083
5840,-13,-4.071114891150471,18.947802647536477,-13.1221905,-0.0031405,32.2314034,-0.0296631,-0.5458513,4.0000000,-0.9850371,1.1563107,30.1345921,-0.1066656,2.8156826
5841,-13,-4.063658251150471,18.947802647536477,-13.1179342,0.0024793,45.4545441,0.0109228,-0.5584376,4.0000000,-1.0025656,1.1581715,30.2922268,-0.1143096,2.8158305
5842,-13,-4.056201611150471,18.947802647536477,-13.1136570,-0.0018182,36.3636360,0.0574181,-0.5776722,4.0000000,-1.0175565,1.1600224,30.4482517,-0.1377878,2.8476985
5843,-13,-4.048744971150471,18.947802647536477,-13.1093597,0.0038843,47.9338837,0.1044701,-0.5989067,4.0000000,-1.0286061,1.1620004,30.6134567,-0.1692072,2.8962004
5844,-13,-4.041288331150471,18.947802647536477,-13.1050386,-0.0004959,38.8429756,0.1418778,-0.6156979,4.0000000,-1.0357058,1.1641469,30.7935066,-0.1956900,2.9448941
5845,-13,-4.033831691150471,18.947802647536477,-13.1006918,-0.0047107,29.7520657,0.1480628,-0.6167305,4.0000000,-1.0392354,1.1663626,30.9765530,-0.1942256,2.9692833
5846,-13,-4.026375051150471,18.947802647536477,-13.0963192,0.0008264,41.3223152,0.1362847,-0.6081145,4.0000000,-1.0384221,1.1685228,31.1544380,-0.1778069,2.9687653
5847,-13,-4.018918411150471,18.947802647536477,-13.0919237,-0.0035537,32.2314034,0.0989365,-0.5857325,4.0000000,-1.0335661,1.1706122,31.3258781,-0.1378988,2.9392433
5848,-13,-4.011461771150471,18.947802647536477,-13.0875053,0.0019835,44.6280975,0.0412239,-0.5520008,4.0000000,-1.0257123,1.1725525,31.4819660,-0.0782894,2.8911707
5849,-13,-4.004005131150471,18.947802647536477,-13.0830688,-0.0024793,35.5371895,-0.0076707,-0.5217366,4.0000000,-1.0155593,1.1741849,31.6106510,-0.0279139,2.8413987
5850,-13,-3.996548491150472,18.947802647536477,-13.0786200,0.0031405,46.2809906,-0.0226480,-0.5079908,4.0000000,-1.0031898,1.1757522,31.7323933,-0.0127918,2.7945890
5851,-13,-3.989091851150472,18.947802647536477,-13.0741558,-0.0013223,37.1900826,-0.0167126,-0.5027942,4.0000000,-0.9869017,1.1773919,31.8621578,-0.0186867,2.7304902
5852,-13,-3.981635211150472,18.947802647536477,-13.0696774,0.0042149,48.7603302,-0.0060469,-0.4970525,4.0000000,-0.9659392,1.1790737,31.9947453,-0.0281658,2.6370783
5853,-13,-3.974178571150472,18.947802647536477,-13.0651836,-0.0003306,39.6694221,-0.0028774,-0.4827674,4.0000000,-0.9386262,1.1808425,32.1332207,-0.0269087,2.4996667
5854,-13,-3.966721931150472,18.947802647536477,-13.0606728,-0.0047934,30.5785122,-0.0136512,-0.4565624,4.0000000,-0.9061276,1.1825032,32.2640686,-0.0069971,2.3242152
5855,-13,-3.959265291150472,18.947802647536477,-13.0561495,0.0006612,41.3223152,-0.0163788,-0.4312536,4.0000000,-0.8674563,1.1839019,32.3706703,0.0049490,2.1204529
5856,-13,-3.951808651150472,18.947802647536477,-13.0516167,-0.0038017,32.2314034,-0.0039918,-0.4126150,4.0000000,-0.8228602,1.1852224,32.4714088,-0.0023698,1.9012638
5857,-13,-3.944352011150472,18.947802647536477,-13.0470715,0.0016529,43.8016510,0.0046324,-0.3901156,4.0000000,-0.7722675,1.1864510,32.5668602,-0.0079637,1.6706681
5858,-13,-3.936895371150472,18.947802647536477,-13.0425177,-0.0028926,34.7107430,0.0066027,-0.3618611,4.0000000,-0.7144368,1.1874036,32.6394768,-0.0092854,1.4317888
5859,-13,-3.929438731150471,18.947802647536477,-13.0379581,0.0026446,44.6280975,0.0100433,-0.3346383,4.0000000,-0.6497813,1.1881323,32.6955147,-0.0194952,1.1996276
5860,-13,-3.921982091150471,18.947802647536477,-13.0333939,-0.0019008,35.5371895,-0.0014959,-0.2971114,4.0000000,-0.5788507,1.1886618,32.7379761,-0.0153721,0.9878457
5861,-13,-4.682559371150472,18.940346007536480,-13.2157660,0.0001653,1.6528926,-0.1002249,-0.0017626,4.0000000,0.2414236,1.0042599,5.2792468,-0.2449488,0.2038894
5862,-13,-4.675102731150472,18.940346007536480,-13.2160320,0.0003306,3.3057852,-0.0847303,0.0062442,4.0000000,0.2395083,1.0044687,5.4095821,-0.2270199,0.1727297
5863,-13,-4.667646091150472,18.940346007536480,-13.2163010,0.0004959,4.9586778,-0.0681755,-0.0070634,4.0000000,0.2061439,1.0046649,5.5300288,-0.2202706,0.1390693
5864,-13,-4.660189451150472,18.940346007536480,-13.2165737,0.0006612,6.6115704,-0.0479911,-0.0401902,4.0000000,0.1413351,1.0048403,5.6323190,-0.2217156,0.1041610
5865,-13,-4.652732811150472,18.940346007536480,-13.2168484,0.0009091,9.0909090,-0.0226796,-0.0923870,4.0000000,0.0452319,1.0049739,5.7111678,-0.2300060,0.0805854
5866,-13,-4.645276171150472,18.940346007536480,-13.2171192,0.0011570,11.5702477,0.0116008,-0.1638876,4.0000000,-0.0840854,1.0050532,5.7592802,-0.2436897,0.0854205
5867,-13,-4.637819531150472,18.940346007536480,-13.2173824,0.0014050,14.0495872,0.0571219,-0.2508540,4.0000000,-0.2398810,1.0050648,5.7661295,-0.2618271,0.1401776
5868,-13,-4.630362891150472,18.940346007536480,-13.2176285,0.0016529,16.5289249,0.1144653,-0.3480269,4.0000000,-0.4121243,1.0050023,5.7303133,-0.2839296,0.2616580
5869,-13,-4.622906251150471,18.940346007536480,-13.2178516,0.0019008,19.0082645,0.1805044,-0.4453380,4.0000000,-0.5783462,1.0048698,5.6529522,-0.3123297,0.4431841
5870,-13,-4.615449611150471,18.940346007536480,-13.2180424,0.0021488,21.4876041,0.2536811,-0.5401746,4.0000000,-0.7311233,1.0046815,5.5411587,-0.3492259,0.6762378
5871,-13,-4.607992971150471,18.940346007536480,-13.2181950,0.0022314,22.3140488,0.3290359,-0.6262715,4.0000000,-0.8538525,1.0044591,5.4049096,-0.3986906,0.9323801
5872,-13,-4.600536331150471,18.940346007536480,-13.2183008,0.0023140,23.1404953,0.4022294,-0.6997319,4.0000000,-0.9351329,1.0042243,5.2562666,-0.4643309,1.1793439
5873,-13,-4.593079691150471,18.940346007536480,-13.2183561,0.0022314,22.3140488,0.4591367,-0.7498195,4.0000000,-0.9536080,1.0040017,5.1125617,-0.5460311,1.3570222
5874,-13,-4.585623051150471,18.940346007536480,-13.2183580,0.0021488,21.4876041,0.4895850,-0.7725344,5.0000000,-0.9083366,1.0038131,4.9880157,-0.6367323,1.4328706
5875,-13,-4.578166411150471,18.940346007536480,-13.2183056,0.0019835,19.8347111,0.4911679,-0.7682505,4.0000000,-0.8119130,1.0036696,4.8917546,-0.7245879,1.3997935
5876,-13,-4.570709771150471,18.940346007536480,-13.2182026,0.0017355,17.3553715,0.4632936,-0.7395537,4.0000000,-0.6866357,1.0035720,4.8255906,-0.7924718,1.2781131
5877,-13,-4.563253131150471,18.940346007536480,-13.2180529,0.0014876,14.8760328,0.4039660,-0.6854277,4.0000000,-0.5473669,1.0035158,4.7873850,-0.8234887,1.0837353
5878,-13,-4.555796491150471,18.940346007536480,-13.2178640,0.0012397,12.3966942,0.3183767,-0.6095099,4.0000000,-0.4109440,1.0034857,4.7673945,-0.8080758,0.8577285
5879,-13,-4.548339851150471,18.940346007536480,-13.2176447,0.0009917,9.9173555,0.2122341,-0.5159557,4.0000000,-0.2836280,1.0034670,4.7567205,-0.7482834,0.6459327
5880,-13,-4.540883211150471,18.940346007536480,-13.2174044,0.0007438,7.4380164,0.0974905,-0.4128213,4.0000000,-0.1707639,1.0034505,4.7463112,-0.6548786,0.4906650
5881,-13,-4.533426571150471,18.940346007536480,-13.2171555,0.0004959,4.9586778,-0.0227071,-0.3016144,4.0000000,-0.0604176,1.0034328,4.7336717,-0.5428113,0.4129227
5882,-13,-4.525969931150471,18.940346007536480,-13.2169075,0.0003306,3.3057852,-0.1391978,-0.1899277,4.0000000,0.0546456,1.0034122,4.7183881,-0.4345009,0.4271902
5883,-13,-4.518513291150471,18.940346007536480,-13.2166719,0.0001653,1.6528926,-0.2508717,-0.0763500,4.0000000,0.1911570,1.0033922,4.7040348,-0.3438570,0.5316399
5884,-13,-4.511056651150471,18.940346007536480,-13.2164593,0.0000826,0.8264463,-0.3463398,0.0296055,4.0000000,0.3449409,1.0033853,4.6971469,-0.2857299,0.7058765
5885,-13,-4.503600011150471,18.940346007536480,-13.2162809,0.0000000,0.0000000,-0.4263527,0.1286307,4.0000000,0.5219736,1.0034088,4.7108545,-0.2647123,0.9328073
5886,-13,-4.496143371150471,18.940346007536480,-13.2161427,0.0000000,0.0000000,-0.4851351,0.2104964,4.0000000,0.7015080,1.0034815,4.7592463,-0.2805152,1.1663777
5887,-13,-4.488686731150471,18.940346007536480,-13.2160549,0.0000826,0.8264463,-0.5261036,0.2793153,4.0000000,0.8775650,1.0036234,4.8545480,-0.3189344,1.3889248
5888,-13,-4.481230091150471,18.940346007536480,-13.2160215,0.0001653,1.6528926,-0.5474485,0.3275688,3.0000000,1.0208724,1.0038497,5.0028629,-0.3657347,1.5546268
5889,-13,-4.473773451150471,18.940346007536480,-13.2160473,0.0003306,3.3057852,-0.5552477,0.3623113,4.0000000,1.1302748,1.0041656,5.2056227,-0.4056522,1.6722411
5890,-13,-4.466316811150471,18.940346007536480,-13.2161331,0.0004959,4.9586778,-0.5475295,0.3814225,4.0000000,1.1915022,1.0045723,5.4545984,-0.4286573,1.7192047
5891,-13,-4.458860171150471,18.940346007536480,-13.2162809,0.0007438,7.4380164,-0.5303764,0.3868960,4.0000000,1.2085168,1.0050611,5.7411380,-0.4347247,1.7063584
5892,-13,-4.451403531150471,18.940346007536480,-13.2164907,0.0010744,10.7438021,-0.5047747,0.3776146,4.0000000,1.1813384,1.0056189,6.0524898,-0.4261092,1.6296248
5893,-13,-4.443946891150471,18.940346007536480,-13.2167606,0.0014050,14.0495872,-0.4776117,0.3560615,4.0000000,1.1231991,1.0062358,6.3770003,-0.4110761,1.5131187
5894,-13,-4.436490251150471,18.940346007536480,-13.2170887,0.0018182,18.1818180,-0.4449499,0.3148448,4.0000000,1.0284884,1.0068948,6.7060142,-0.3987989,1.3350254
5895,-13,-4.429033611150471,18.940346007536480,-13.2174711,0.0022314,22.3140488,-0.4031230,0.2456431,4.0000000,0.8936709,1.0075620,7.0255690,-0.4023847,1.0896751
5896,-13,-4.421576971150471,18.940346007536480,-13.2179003,0.0027273,27.2727280,-0.3447508,0.1493215,4.0000000,0.7243969,1.0081998,7.3192668,-0.4257540,0.8105004
5897,-13,-4.414120331150471,18.940346007536480,-13.2183666,0.0032231,32.2314034,-0.2695613,0.0307698,4.0000000,0.5318133,1.0087662,7.5671797,-0.4702736,0.5634384
5898,-13,-4.406663691150471,18.940346007536480,-13.2188568,0.0037190,37.1900826,-0.1744861,-0.1047097,4.0000000,0.3212372,1.0092211,7.7609491,-0.5306567,0.4042185
5899,-13,-4.399207051150471,18.940346007536480,-13.2193584,0.0042149,42.1487617,-0.0552065,-0.2547399,4.0000000,0.0904228,1.0095348,7.8934612,-0.5999027,0.3774560
5900,-13,-4.391750411150472,18.940346007536480,-13.2198544,0.0046281,46.2809906,0.0937158,-0.4210803,4.0000000,-0.1684816,1.0096908,7.9591761,-0.6736789,0.5339343
5901,-13,-4.384293771150471,18.940346007536480,-13.2203283,-0.0049587,0.0000000,0.2773246,-0.6006938,4.0000000,-0.4629524,1.0096914,7.9570146,-0.7384353,0.9172384
5902,-13,-4.376837131150472,18.940346007536480,-13.2207623,-0.0046281,0.0000000,0.4965833,-0.7905309,4.0000000,-0.8020749,1.0095525,7.8989487,-0.7789869,1.5661097
5903,-13,-4.369380491150471,18.940346007536480,-13.2211370,-0.0043802,0.0000000,0.7513192,-0.9875532,4.0000000,-1.1916304,1.0093101,7.7972202,-0.7834759,2.5051019
5904,-13,-4.361923851150472,18.940346007536480,-13.2214298,-0.0041322,0.0000000,1.0369308,-1.1879536,4.0000000,-1.6292737,1.0090337,7.6755338,-0.7466336,3.7416480
5905,-13,-4.354467211150472,18.940346007536480,-13.2216215,-0.0040496,0.0000000,1.3305686,-1.3795146,4.0000000,-2.0723705,1.0088103,7.5738525,-0.6866587,5.1978712
5906,-13,-4.347010571150472,18.940346007536480,-13.2216911,-0.0040496,0.0000000,1.5955697,-1.5461398,5.0000000,-2.4367914,1.0087452,7.5408545,-0.6554884,6.6963768
5907,-13,-4.339553931150472,18.940346007536480,-13.2216196,-0.0042149,0.0000000,1.8074676,-1.6784396,4.0000000,-2.6265175,1.0089566,7.6246929,-0.7303617,8.0488424
5908,-13,-4.332097291150472,18.940346007536480,-13.2213936,-0.0044628,0.0000000,1.9510459,-1.7786307,4.0000000,-2.6023321,1.0095379,7.8624310,-0.9549293,9.2053909
5909,-13,-4.324640651150472,18.940346007536480,-13.2210026,-0.0049587,0.0000000,2.0244741,-1.8499275,4.0000000,-2.3825247,1.0105627,8.2702808,-1.3173305,10.1392422
5910,-13,-4.317184011150472,18.940346007536480,-13.2204380,-0.0055372,0.0000000,2.0250041,-1.8960733,4.0000000,-2.0376775,1.0120779,8.8400717,-1.7544690,10.8652430
5911,-13,-4.309727371150472,18.940346007536480,-13.2196960,0.0037190,38.8429756,1.9591953,-1.9189123,5.0000000,-1.6465487,1.0141176,9.5523176,-2.1912758,11.3728123
5912,-13,-4.302270731150472,18.940346007536480,-13.2187719,0.0028099,33.0578499,1.8317885,-1.9203367,5.0000000,-1.2710990,1.0166880,10.3780508,-2.5695744,11.6723948
5913,-13,-4.294814091150472,18.940346007536480,-13.2176647,0.0017355,27.2727280,1.6547248,-1.8994486,4.0000000,-0.9447858,1.0197628,11.2831059,-2.8541114,11.7264967
5914,-13,-4.287357451150472,18.940346007536480,-13.2163763,0.0003306,21.4876041,1.4466075,-1.8600782,4.0000000,-0.6842954,1.0232952,12.2372732,-3.0358610,11.5706253
5915,-13,-4.279900811150472,18.940346007536480,-13.2149096,-0.0011570,15.7024794,1.2286721,-1.8060942,4.0000000,-0.4903284,1.0272244,13.2114162,-3.1218598,11.2380800
5916,-13,-4.272444171150472,18.940346007536480,-13.2132692,-0.0026446,10.7438021,1.0219822,-1.7419705,4.0000000,-0.3577148,1.0314909,14.1861343,-3.1262262,10.7699127
5917,-13,-4.264987531150472,18.940346007536480,-13.2114620,-0.0043802,6.6115704,0.8447422,-1.6783268,4.0000000,-0.2773734,1.0360219,15.1463156,-3.0792804,10.2934303
5918,-13,-4.257530891150472,18.940346007536480,-13.2094946,0.0034711,45.4545441,0.7065918,-1.6235584,4.0000000,-0.2371648,1.0408109,16.0885544,-3.0099521,9.9019823
5919,-13,-4.250074251150472,18.940346007536480,-13.2073708,0.0014050,36.3636360,0.6110844,-1.5837731,4.0000000,-0.2265593,1.0458593,17.0199051,-2.9409869,9.6591539
5920,-13,-4.242617611150472,18.940346007536480,-13.2050962,-0.0005785,27.2727280,0.5431793,-1.5532544,4.0000000,-0.2345945,1.0511917,17.9446716,-2.8719141,9.5059185
5921,-13,-4.235160971150472,18.940346007536480,-13.2026720,-0.0033058,18.1818180,0.4892837,-1.5232949,4.0000000,-0.2547059,1.0568436,18.8681202,-2.7918839,9.3487015
5922,-13,-4.227704331150472,18.940346007536480,-13.2000999,-0.0058678,10.7438021,0.4429753,-1.4865413,4.0000000,-0.2849317,1.0627357,19.7774506,-2.6881509,9.1011505
5923,-13,-4.220247691150472,18.940346007536480,-13.1973848,0.0017355,40.4958687,0.3992901,-1.4440460,4.0000000,-0.3207914,1.0687836,20.6616898,-2.5673008,8.7887373
5924,-13,-4.212791051150472,18.940346007536480,-13.1945314,-0.0014050,31.4049587,0.3568814,-1.3975762,4.0000000,-0.3604598,1.0749595,21.5185432,-2.4346924,8.4401245
5925,-13,-4.205334411150472,18.940346007536480,-13.1915436,-0.0042149,22.3140488,0.3091463,-1.3474147,4.0000000,-0.4017206,1.0811893,22.3414383,-2.2931089,8.0767279
5926,-13,-4.197877771150472,18.940346007536480,-13.1884279,0.0030579,44.6280975,0.2568671,-1.2946954,4.0000000,-0.4432494,1.0874075,23.1268692,-2.1461415,7.7125425
5927,-13,-4.190421131150472,18.940346007536480,-13.1851902,-0.0004959,35.5371895,0.1982576,-1.2394630,4.0000000,-0.4854462,1.0935932,23.8744545,-1.9934797,7.3564715
5928,-13,-4.182964491150472,18.940346007536480,-13.1818361,-0.0037190,26.4462814,0.1322800,-1.1792624,4.0000000,-0.5275117,1.0996521,24.5798035,-1.8310131,6.9838915
5929,-13,-4.175507851150472,18.940346007536480,-13.1783733,0.0029752,45.4545441,0.0651251,-1.1166646,4.0000000,-0.5701798,1.1055311,25.2376499,-1.6631495,6.6126237
5930,-13,-4.168051211150472,18.940346007536480,-13.1748085,-0.0006612,36.3636360,-0.0072225,-1.0484277,4.0000000,-0.6132062,1.1111845,25.8508492,-1.4836493,6.2219954
5931,-13,-4.160594571150471,18.940346007536480,-13.1711512,-0.0043802,27.2727280,-0.0753012,-0.9724267,4.0000000,-0.6581584,1.1165059,26.4110470,-1.2866949,5.7695327
5932,-13,-4.153137931150471,18.940346007536480,-13.1674089,0.0019835,45.4545441,-0.1325379,-0.8949640,4.0000000,-0.7026781,1.1213752,26.9067440,-1.0872499,5.3039618
5933,-13,-4.145681291150471,18.940346007536480,-13.1635942,-0.0016529,36.3636360,-0.1708972,-0.8251870,4.0000000,-0.7463052,1.1257874,27.3464718,-0.9040688,4.8868752
5934,-13,-4.138224651150471,18.940346007536480,-13.1597147,0.0042149,48.7603302,-0.1948466,-0.7613618,4.0000000,-0.7880966,1.1298003,27.7365570,-0.7346270,4.5024738
5935,-13,-4.130768011150471,18.940346007536480,-13.1557789,0.0005785,39.6694221,-0.2089442,-0.7047569,4.0000000,-0.8285492,1.1333501,28.0753613,-0.5809644,4.1664729
5936,-13,-4.123311371150471,18.940346007536480,-13.1517963,-0.0033884,30.5785122,-0.2061843,-0.6612903,4.0000000,-0.8678277,1.1364797,28.3683834,-0.4547531,3.8943882
5937,-13,-4.115854731150471,18.940346007536480,-13.1477737,0.0020661,43.8016510,-0.1873902,-0.6300830,4.0000000,-0.9040905,1.1392964,28.6295128,-0.3560755,3.6682143
5938,-13,-4.108398091150471,18.940346007536480,-13.1437159,-0.0017355,34.7107430,-0.1512023,-0.6132456,4.0000000,-0.9386066,1.1418420,28.8609829,-0.2878847,3.4930191
5939,-13,-4.100941451150471,18.940346007536480,-13.1396275,0.0040496,49.5867767,-0.0961649,-0.6110049,4.0000000,-0.9695192,1.1442310,29.0752010,-0.2524907,3.3613057
5940,-13,-4.093484811150471,18.940346007536480,-13.1355095,0.0000000,40.4958687,-0.0361869,-0.6150681,4.0000000,-0.9959558,1.1465665,29.2859707,-0.2341805,3.2565222
5941,-13,-4.086028171150471,18.940346007536480,-13.1313629,-0.0040496,31.4049587,0.0088875,-0.6143374,4.0000000,-1.0176691,1.1488150,29.4855175,-0.2110059,3.1562448
5942,-13,-4.078571531150471,18.940346007536480,-13.1271896,0.0015702,42.1487617,0.0379975,-0.6111425,4.0000000,-1.0359033,1.1508929,29.6689587,-0.1863817,3.0836949
5943,-13,-4.071114891150471,18.940346007536480,-13.1229935,-0.0023967,33.0578499,0.0646963,-0.6127363,4.0000000,-1.0519104,1.1528535,29.8382854,-0.1735623,3.0538492
5944,-13,-4.063658251150471,18.940346007536480,-13.1187735,0.0032231,47.1074371,0.0907924,-0.6181588,4.0000000,-1.0651408,1.1547683,30.0031109,-0.1711767,3.0543196
5945,-13,-4.056201611150471,18.940346007536480,-13.1145325,-0.0010744,38.0165291,0.1233628,-0.6306921,4.0000000,-1.0773551,1.1566617,30.1646767,-0.1840290,3.0922997
5946,-13,-4.048744971150471,18.940346007536480,-13.1102686,-0.0052893,28.9256191,0.1590654,-0.6460158,4.0000000,-1.0864716,1.1586477,30.3320103,-0.2055600,3.1434855
5947,-13,-4.041288331150471,18.940346007536480,-13.1059799,0.0003306,40.4958687,0.1843000,-0.6572095,4.0000000,-1.0924683,1.1607507,30.5120792,-0.2219506,3.1964695
5948,-13,-4.033831691150471,18.940346007536480,-13.1016665,-0.0038017,31.4049587,0.1784258,-0.6534030,4.0000000,-1.0953184,1.1629239,30.6939735,-0.2114875,3.2225533
5949,-13,-4.026375051150471,18.940346007536480,-13.0973263,0.0017355,43.8016510,0.1545737,-0.6407892,4.0000000,-1.0951447,1.1650265,30.8687115,-0.1864336,3.2288852
5950,-13,-4.018918411150471,18.940346007536480,-13.0929642,-0.0026446,34.7107430,0.1059642,-0.6158712,4.0000000,-1.0920354,1.1670362,31.0358009,-0.1397070,3.2129061
5951,-13,-4.011461771150471,18.940346007536480,-13.0885792,0.0029752,46.2809906,0.0399718,-0.5817105,4.0000000,-1.0869913,1.1688788,31.1859512,-0.0764298,3.1830466
5952,-13,-4.004005131150471,18.940346007536480,-13.0841780,-0.0014876,37.1900826,-0.0147442,-0.5529361,4.0000000,-1.0817592,1.1704122,31.3086262,-0.0241128,3.1625628
5953,-13,-3.996548491150472,18.940346007536480,-13.0797644,0.0042149,47.9338837,-0.0263701,-0.5439209,4.0000000,-1.0748510,1.1719009,31.4253616,-0.0129907,3.1448073
5954,-13,-3.989091851150472,18.940346007536480,-13.0753365,-0.0002479,38.8429756,-0.0132385,-0.5454773,4.0000000,-1.0659385,1.1735094,31.5536270,-0.0250161,3.1195407
5955,-13,-3.981635211150472,18.940346007536480,-13.0708942,-0.0046281,29.7520657,0.0045591,-0.5464386,4.0000000,-1.0526402,1.1751996,31.6897202,-0.0402370,3.0656879
5956,-13,-3.974178571150472,18.940346007536480,-13.0664358,0.0008264,42.1487617,0.0154494,-0.5395713,4.0000000,-1.0328151,1.1770061,31.8326492,-0.0463276,2.9638362
5957,-13,-3.966721931150472,18.940346007536480,-13.0619593,-0.0036364,33.0578499,0.0123565,-0.5216784,4.0000000,-1.0073483,1.1787719,31.9732246,-0.0360086,2.8173516
5958,-13,-3.959265291150472,18.940346007536480,-13.0574684,0.0019008,43.8016510,0.0141976,-0.5027647,4.0000000,-0.9751756,1.1803354,32.0952034,-0.0303538,2.6335778
5959,-13,-3.951808651150472,18.940346007536480,-13.0529642,-0.0025620,34.7107430,0.0309542,-0.4899424,4.0000000,-0.9377660,1.1818578,32.2116470,-0.0421188,2.4330282
5960,-13,-3.944352011150472,18.940346007536480,-13.0484457,0.0029752,46.2809906,0.0432831,-0.4731222,4.0000000,-0.8943147,1.1833307,32.3275642,-0.0519298,2.2131467
5961,-13,-3.936895371150472,18.940346007536480,-13.0439148,-0.0015702,37.1900826,0.0483757,-0.4506603,4.0000000,-0.8437452,1.1845939,32.4249802,-0.0575754,1.9736897
5962,-13,-3.929438731150471,18.940346007536480,-13.0393734,0.0039669,47.9338837,0.0530096,-0.4269537,4.0000000,-0.7853041,1.1856941,32.5090714,-0.0686033,1.7246408
